rank,candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,class_kind,focal_method_name,testability_score,build_tool,java_version
52,533,13498449,13498449_0.json,https://github.com/bedatadriven/renjin-examples,FraudScorerServlet,fraud-score-server/src/main/java/org/renjin/example/fraud/FraudScorerServlet.java,class,score,10,maven,8
58,663,12117077,12117077_93.json,https://github.com/jeo/jeo,CQL,core/src/main/java/io/jeo/filter/cql/CQL.java,class,parse,10,maven,src/main/jjtree
64,728,158084770,158084770_2.json,https://github.com/Cicizz/jmqtt,RemotingHelper,jmqtt-remoting/src/main/java/org/jmqtt/remoting/util/RemotingHelper.java,class,getLocalAddr,10,maven,8
67,758,117452304,117452304_5.json,https://github.com/GreenBlitz/MotionControl,Localizer,motion/src/main/java/org/greenblitz/motion/Localizer.java,class,calculateMovement,10,gradle,11
69,768,97935002,97935002_3.json,https://github.com/code-not-found/cxf-jaxws,HelloWorldImpl,cxf-jaxws-jetty-xml-config/src/main/java/com/codenotfound/endpoint/HelloWorldImpl.java,class,sayHello,7,maven,8
75,803,2885902,2885902_6.json,https://github.com/smurn/jPLY,NormalGenerator,jply/src/main/java/org/smurn/jply/util/NormalGenerator.java,class,generateNormals,9,maven,6
83,853,29008657,29008657_5.json,https://github.com/AdamBien/porcupine,HttpHeaderStatisticInjector,porcupine-spy/src/main/java/com/airhacks/porcupine/interceptors/HttpHeaderStatisticInjector.java,class,serializeStatistics,9,maven,8
90,958,95657746,95657746_0.json,https://github.com/blackbluegl/calendar-component,Strings,calendar-component-addon/src/main/java/org/vaadin/addon/calendar/client/ui/util/Strings.java,class,format,8,maven,8
96,1003,145875,145875_13.json,https://github.com/tackley/dbdeploy,QueryStatementSplitter,dbdeploy-core/src/main/java/com/dbdeploy/database/QueryStatementSplitter.java,class,split,10,maven,5
98,1023,33766200,33766200_0.json,https://github.com/apache/incubator-retired-openaz,Policy,openaz-xacml-pdp/src/main/java/org/apache/openaz/xacml/pdp/policy/Policy.java,class,evaluate,9,maven,7
111,1153,177672258,177672258_0.json,https://github.com/mmahmoodictbd/rock-paper-scissors,Util,rock-paper-scissors-core/src/main/java/com/unloadbrain/games/rockpaperscissors/core/util/Util.java,class,getKeyByValue,8,maven,21
121,1338,106015269,106015269_39.json,https://github.com/messaginghub/pooled-jms,JmsPoolSession,pooled-jms/src/main/java/org/messaginghub/pooled/jms/JmsPoolSession.java,class,close,9,maven,11
135,1593,114698912,114698912_0.json,https://github.com/dzavalishin/mqtt_udp,TopicFilter,lang/java/src/main/java/ru/dz/mqtt_udp/TopicFilter.java,class,test,10,maven,8
149,1818,76634121,76634121_113.json,https://github.com/apache/qpid-proton-j,SaslFrameParser,proton-j/src/main/java/org/apache/qpid/proton/engine/impl/SaslFrameParser.java,class,input,8,maven,8
151,1853,151435201,151435201_35.json,https://github.com/verhas/javageci,Escape,javageci-tools/src/main/java/javax0/geci/javacomparator/lex/Escape.java,class,handleNormalCharacter,9,maven,11
155,1908,5734199,5734199_8.json,https://github.com/sosandstrom/mardao,InMemoryKey,mardao-core/src/main/java/net/sf/mardao/dao/InMemoryKey.java,class,InMemoryKey,9,maven,6
157,1923,920690,920690_1.json,https://github.com/dschanoeh/Kayak,Util,Kayak-core/src/main/java/com/github/kayak/core/Util.java,class,hexStringToByteArray,10,maven,8
161,1953,15841047,15841047_48.json,https://github.com/imixs/imixs-workflow,ModelService,imixs-workflow-engine/src/main/java/org/imixs/workflow/engine/ModelService.java,class,getModelByWorkitem,9,maven,17
162,1958,53088165,53088165_1.json,https://github.com/drinkjava2/jBeanBox,BeanBoxUtils,jbeanbox/src/main/java/com/github/drinkjava2/jbeanbox/BeanBoxUtils.java,class,getConstructor,9,maven,6
163,2003,75939912,75939912_0.json,https://github.com/AdamBien/firehose,Extractor,firehose/src/main/java/com/airhacks/firehose/extractor/control/Extractor.java,class,extractor,10,maven,8
175,2193,201050057,201050057_2.json,https://github.com/cschneider/osgi-best-practices,TaskServiceImpl,backend/src/main/java/net/lr/tasklist/service/TaskServiceImpl.java,class,addOrUpdate,9,maven,11
181,2253,1287669,1287669_35.json,https://github.com/json-path/JsonPath,WithJsonPath,json-path-assert/src/main/java/com/jayway/jsonpath/matchers/WithJsonPath.java,class,WithJsonPath,7,gradle,17
184,2263,19317653,19317653_9.json,https://github.com/IBM-Cloud/todo-apps,ToDoAPI,java/bluemix-todo-app/src/main/java/net/bluemix/todo/rest/ToDoAPI.java,class,updateToDo,9,maven,8
186,2288,63898559,63898559_0.json,https://github.com/RoyJacobs/lazybot,TemplatePlugin,lazybot-plugin-template/src/main/java/org/royjacobs/lazybot/plugin/template/TemplatePlugin.java,class,onCommand,9,maven,8
189,2303,2885102,2885102_28.json,https://github.com/grobmeier/jjson,JSONDecoder,jjson/src/main/java/de/grobmeier/jjson/convert/JSONDecoder.java,class,decode,10,maven,${java.version}
190,2328,52867190,52867190_31.json,https://github.com/HDouss/jeometry,Perpendicular,jeometry-api/src/main/java/com/jeometry/twod/line/analytics/Perpendicular.java,class,resolve,9,maven,8
194,2393,125550262,125550262_28.json,https://github.com/vmware/ovsdb-client-library,Row,ovsdb-client/src/main/java/com/vmware/ovsdb/protocol/operation/notation/Row.java,class,equals,9,maven,8
197,2473,149579497,149579497_1.json,https://github.com/dimpon/loguno,JCTreeUtils,loguno-processor/src/main/java/org/loguno/processor/utils/JCTreeUtils.java,class,hasBody,9,maven,8
