rank,candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,class_kind,focal_method_name,testability_score,build_tool,java_version
38,337,107437722,107437722_123.json,https://github.com/Adobe-Marketing-Cloud/asset-share-commons,AssetRenditionDownloadRequest,core/src/main/java/com/adobe/aem/commons/assetshare/content/renditions/download/impl/AssetRenditionDownloadRequest.java,class,getAttribute,9,maven,${project.build.directory}/generated-sources/acs-aem-commons
39,339,48337544,48337544_2.json,https://github.com/jenkinsci/structs-plugin,DescribableModel,plugin/src/main/java/org/jenkinsci/plugins/structs/describable/DescribableModel.java,class,instantiate,9,maven,unknown
40,353,1045976,1045976_7.json,https://github.com/bartdag/py4j,ReflectionEngine,py4j-java/src/main/java/py4j/reflection/ReflectionEngine.java,class,getMethod,9,maven,6
41,357,1020601,1020601_2.json,https://github.com/modelmapper/modelmapper,NumberConverter,core/src/main/java/org/modelmapper/internal/converter/NumberConverter.java,class,convert,9,maven,8
42,407,42273328,42273328_33.json,https://github.com/eBay/UAF,AuthenticationRequestProcessing,fido-uaf-core/src/main/java/org/ebayopensource/fido/uaf/ri/client/AuthenticationRequestProcessing.java,class,processRequest,7,maven,unknown
43,428,15951171,15951171_0.json,https://github.com/rodolfodpk/myeslib,HzUnitOfWorkJournal,myeslib-hazelcast/src/main/java/org/myeslib/hazelcast/storage/HzUnitOfWorkJournal.java,class,append,9,maven,7
44,437,9178484,9178484_2.json,https://github.com/openscoring/openscoring,WebApplicationExceptionMapper,openscoring-service/src/main/java/org/openscoring/service/WebApplicationExceptionMapper.java,class,toResponse,9,maven,unknown
45,444,39175817,39175817_1.json,https://github.com/ashald/EnvFile,DotEnvFileParser,modules/core/src/main/java/net/ashald/envfile/providers/dotenv/DotEnvFileParser.java,class,getEnvVars,10,gradle,21
46,462,86653876,86653876_1.json,https://github.com/tywo45/t-io,ByteKit,src/zoo/websocket/client/src/main/java/org/tio/websocket/client/kit/ByteKit.java,class,split,10,maven,unknown
47,483,3551455,3551455_13.json,https://github.com/petitparser/java-petitparser,GrammarDefinition,petitparser-core/src/main/java/org/petitparser/tools/GrammarDefinition.java,class,ref,8,maven,11
48,486,125645968,125645968_29.json,https://github.com/sharplab/spring-security-webauthn,WebAuthnSecurityExpression,webauthn4j-spring-security-core/src/main/java/com/webauthn4j/springframework/security/WebAuthnSecurityExpression.java,class,isWebAuthnAuthenticated,9,gradle,17
49,498,214200976,214200976_1.json,https://github.com/ykayacan/hashing-utils,ConsistentNodeRouter,hashing-consistent/src/main/java/io/github/ykayacan/hashing/consistent/ConsistentNodeRouter.java,class,getNode,8,gradle,1
50,509,160304314,160304314_6.json,https://github.com/naver/cover-checker,ObjectFactory,cover-checker-console/src/main/java/com/naver/nid/cover/util/ObjectFactory.java,class,getCoverageReportParser,10,gradle,8
51,516,36288389,36288389_1180.json,https://github.com/ifnul/ums-backend,SalaryTypeQueryBuilder,is-lnu-persistence/src/main/java/org/lnu/is/dao/builder/salary/type/SalaryTypeQueryBuilder.java,class,build,7,maven,8
52,533,13498449,13498449_0.json,https://github.com/bedatadriven/renjin-examples,FraudScorerServlet,fraud-score-server/src/main/java/org/renjin/example/fraud/FraudScorerServlet.java,class,score,10,maven,8
53,541,88632627,88632627_96.json,https://github.com/headwirecom/peregrine-cms,XMLBuilder,platform/base/core/src/main/java/com/peregrine/sitemap/XMLBuilder.java,class,addElement,10,maven,11
54,546,229095535,229095535_4.json,https://github.com/andifalk/cloud-native-microservices-security,LibraryUserDetailsService,lab6/library-server-container-rootless/src/main/java/com/example/libraryserver/security/LibraryUserDetailsService.java,class,loadUserByUsername,8,gradle,11
55,636,33903657,33903657_18.json,https://github.com/davidehringer/xml-matchers,XmlConverters,xml-matchers/src/main/java/org/xmlmatchers/transform/XmlConverters.java,class,the,7,maven,5
56,642,114688767,114688767_202.json,https://github.com/SkyfengBiuBiu/Proto3_graphhopper,GHIntArrayList,core/src/main/java/com/graphhopper/coll/GHIntArrayList.java,class,fill,10,maven,7
57,646,3687614,3687614_40.json,https://github.com/bsblabs/embed-for-vaadin,EmbedVaadin,com.bsb.common.vaadin.embed/src/main/java/com/bsb/common/vaadin/embed/support/EmbedVaadin.java,class,forComponent,7,maven,5
58,663,12117077,12117077_93.json,https://github.com/jeo/jeo,CQL,core/src/main/java/io/jeo/filter/cql/CQL.java,class,parse,10,maven,src/main/jjtree
59,674,11194069,11194069_1.json,https://github.com/AdamBien/e2ftp,Hook,ftpservice/src/main/java/org/eftp/ftpserver/business/hooks/entity/Hook.java,class,isValid,10,maven,7
60,677,4732484,4732484_0.json,https://github.com/julienledem/brennus,Specializer,brennus-asm/src/main/java/brennus/asm/specializer/Specializer.java,class,specialize,9,maven,7
61,682,56027154,56027154_2.json,https://github.com/davidmoten/state-machine,Property,state-machine-persistence/src/main/java/com/github/davidmoten/fsm/persistence/Property.java,class,list,8,maven,${maven.compiler.target}
62,707,7823906,7823906_10.json,https://github.com/culturecommunication/ginco,ConceptHierarchyUtil,ginco-commons/src/main/java/fr/mcc/ginco/utils/ConceptHierarchyUtil.java,class,getSuperOrdinate,10,maven,7
63,727,106459277,106459277_1.json,https://github.com/iovka/shex-java,DataExtractorConformant,shex/src/main/java/fr/inria/lille/shexjava/validation/DataExtractorConformant.java,class,extractConformantPart,7,maven,8
64,728,158084770,158084770_2.json,https://github.com/Cicizz/jmqtt,RemotingHelper,jmqtt-remoting/src/main/java/org/jmqtt/remoting/util/RemotingHelper.java,class,getLocalAddr,10,maven,8
65,734,8369425,8369425_2.json,https://github.com/gillius/jfxutils,StableTicksAxis,jfxutils/src/main/java/org/gillius/jfxutils/chart/StableTicksAxis.java,class,calculateTickSpacing,10,maven,11
66,751,2045140,2045140_12.json,https://github.com/eclipse/jetty.toolchain,RequireRedhatCompatibleVersionRule,jetty-build-support/src/main/java/org/eclipse/jetty/toolchain/enforcer/rules/RequireRedhatCompatibleVersionRule.java,class,ensureValidRedhatVersion,10,maven,8
67,758,117452304,117452304_5.json,https://github.com/GreenBlitz/MotionControl,Localizer,motion/src/main/java/org/greenblitz/motion/Localizer.java,class,calculateMovement,10,gradle,11
68,759,22970701,22970701_2.json,https://github.com/indeedeng/proctor-pipet,Extractor,proctor-pipet-core/src/main/java/com/indeed/proctor/pipet/core/var/Extractor.java,class,extract,7,maven,unknown
69,768,97935002,97935002_3.json,https://github.com/code-not-found/cxf-jaxws,HelloWorldImpl,cxf-jaxws-jetty-xml-config/src/main/java/com/codenotfound/endpoint/HelloWorldImpl.java,class,sayHello,7,maven,8
70,779,854559,854559_4.json,https://github.com/AxonFramework/Axon-trader,PortfolioView,query/src/main/java/org/axonframework/samples/trader/query/portfolio/PortfolioView.java,class,obtainAmountOfAvailableItemsFor,8,maven,8
71,781,93389699,93389699_5.json,https://github.com/ZacSweers/inspector,CompositeValidator,inspector/src/main/java/io/sweers/inspector/CompositeValidator.java,class,validate,7,gradle,7
72,782,6476959,6476959_17.json,https://github.com/sweble/sweble-wikitext,SiblingRangeCollection,sweble-wom3-parent/sweble-wom3-core/src/main/java/org/sweble/wom3/impl/SiblingRangeCollection.java,class,listIterator,8,maven,11
73,786,9797598,9797598_0.json,https://github.com/Unicon/cas-mfa,DefaultRegisteredServiceMfaRoleProcessorImpl,cas-mfa-java/src/main/java/net/unicon/cas/mfa/authentication/DefaultRegisteredServiceMfaRoleProcessorImpl.java,class,resolve,9,maven,7
74,796,132609722,132609722_9.json,https://github.com/Yubico/java-webauthn-server,FinishRegistrationOptions,webauthn-server-core/src/main/java/com/yubico/webauthn/FinishRegistrationOptions.java,class,builder,8,gradle,17
75,803,2885902,2885902_6.json,https://github.com/smurn/jPLY,NormalGenerator,jply/src/main/java/org/smurn/jply/util/NormalGenerator.java,class,generateNormals,9,maven,6
76,807,1784501,1784501_0.json,https://github.com/vecnatechnologies/dbDiff,ColumnType,core/src/main/java/com/vecna/dbDiff/model/ColumnType.java,class,equals,9,maven,unknown
77,821,70147050,70147050_0.json,https://github.com/REMEXLabs/OpenAPE,Property,openAPE/API/src/main/java/org/openape/api/databaseObjectBase/Property.java,class,equals,9,maven,unknown
78,839,32954678,32954678_5.json,https://github.com/overture-stack/score,MD5s,score-core/src/main/java/bio/overture/score/core/util/MD5s.java,class,toBase64,8,maven,11
79,844,7735632,7735632_1.json,https://github.com/comtel2000/fx-experience,XmlHelper,fx-onscreen-keyboard/src/main/java/org/comtel2000/keyboard/xml/XmlHelper.java,class,readIntAttribute,9,maven,17
80,846,97573661,97573661_10.json,https://github.com/apache/servicecomb-pack,CompositeOmegaCallback,alpha/alpha-core/src/main/java/org/apache/servicecomb/pack/alpha/core/CompositeOmegaCallback.java,class,compensate,9,maven,8
81,851,211330796,211330796_54.json,https://github.com/Trisia/ofdrw,StandFormatAtomicSignID,ofdrw-sign/src/main/java/org/ofdrw/sign/StandFormatAtomicSignID.java,class,incrementAndGet,8,maven,8
82,852,23737510,23737510_83.json,https://github.com/dschulten/hydra-java,AffordanceBuilderFactory,spring-hateoas-ext/src/main/java/de/escalon/hypermedia/spring/AffordanceBuilderFactory.java,class,linkTo,7,maven,6
83,853,29008657,29008657_5.json,https://github.com/AdamBien/porcupine,HttpHeaderStatisticInjector,porcupine-spy/src/main/java/com/airhacks/porcupine/interceptors/HttpHeaderStatisticInjector.java,class,serializeStatistics,9,maven,8
84,887,12506813,12506813_0.json,https://github.com/MysterionRise/information-retrieval-adventure,BM25FQuery,lucene4/src/main/java/org/apache/lucene/search/BM25FQuery.java,class,BM25FQuery,8,maven,11
85,896,58734918,58734918_48.json,https://github.com/graylog-labs/graylog-plugin-metrics-reporter,GelfTransportsConverter,metrics-reporter-gelf/src/main/java/org/graylog/plugins/metrics/gelf/converters/GelfTransportsConverter.java,class,convertFrom,10,maven,8
86,904,15994370,15994370_1.json,https://github.com/robertp1984/softwarecave,PeriodicTableAccessWS,periodictable/src/main/java/com/example/periodictable/ws/access/PeriodicTableAccessWS.java,class,getElementByAtomicNumber,9,maven,7
87,907,32651977,32651977_54.json,https://github.com/protostuff/protostuff-compiler,PropertyProviderImpl,protostuff-generator/src/main/java/io/protostuff/generator/PropertyProviderImpl.java,class,getProperty,7,maven,11
88,921,2685841,2685841_1326.json,https://github.com/phenotips/phenotips,SolrPatientIndexer,components/patient-data/indexing/src/main/java/org/phenotips/data/indexing/internal/SolrPatientIndexer.java,class,reindex,10,maven,8
89,954,4182801,4182801_33.json,https://github.com/derari/cthul,JavaSignatureComparator,objects/src/main/java/org/cthul/objects/reflection/JavaSignatureComparator.java,class,applicability,9,maven,target/generated-sources/freemarker
90,958,95657746,95657746_0.json,https://github.com/blackbluegl/calendar-component,Strings,calendar-component-addon/src/main/java/org/vaadin/addon/calendar/client/ui/util/Strings.java,class,format,8,maven,8
91,962,25405542,25405542_117.json,https://github.com/datumbox/datumbox-framework,ClusterSampling,datumbox-framework-core/src/main/java/com/datumbox/framework/core/statistics/sampling/ClusterSampling.java,class,randomSampling,9,maven,11
92,969,13292939,13292939_8.json,https://github.com/EKT/Biblio-Transformation-Engine,XPathRecord,bte-core/src/main/java/gr/ekt/bte/record/XPathRecord.java,class,getValues,10,maven,7
93,997,156613410,156613410_5.json,https://github.com/dinject/dinject,GenericType,inject-generator/src/main/java/io/avaje/inject/generator/GenericType.java,class,maybe,10,maven,unknown
94,999,2548552,2548552_0.json,https://github.com/mariusneo/algorithmics,QuickSort,sorting/src/main/java/org/mg/sort/QuickSort.java,class,sort,10,maven,8
95,1001,16775240,16775240_19.json,https://github.com/fusesource/hawtjms,JmsMapMessage,hawtjms-core/src/main/java/io/hawtjms/jms/message/JmsMapMessage.java,class,getMapNames,7,maven,6
96,1003,145875,145875_13.json,https://github.com/tackley/dbdeploy,QueryStatementSplitter,dbdeploy-core/src/main/java/com/dbdeploy/database/QueryStatementSplitter.java,class,split,10,maven,5
97,1007,145080847,145080847_15.json,https://github.com/micromata/Merlin,Languages,merlin-server/src/main/java/de/micromata/merlin/server/Languages.java,class,asLocale,7,gradle,9
98,1023,33766200,33766200_0.json,https://github.com/apache/incubator-retired-openaz,Policy,openaz-xacml-pdp/src/main/java/org/apache/openaz/xacml/pdp/policy/Policy.java,class,evaluate,9,maven,7
99,1072,32808027,32808027_109.json,https://github.com/tomtom-international/speedtools,TelephoneNumberAdapter,core/src/main/java/com/tomtom/speedtools/xmladapters/TelephoneNumberAdapter.java,class,marshal,10,maven,8
100,1074,23813195,23813195_6.json,https://github.com/square/burst,BurstableConstructor,burst/src/main/java/com/squareup/burst/BurstableConstructor.java,class,findSingle,9,maven,7
101,1076,187124580,187124580_9.json,https://github.com/oktadeveloper/java-microservices-examples,AudienceValidator,jhipster/store/src/main/java/com/okta/developer/store/security/oauth2/AudienceValidator.java,class,validate,9,maven,8
102,1094,55516736,55516736_4.json,https://github.com/OpenChatAlytics/OpenChatAlytics,YamlUtils,core/src/main/java/com/chatalytics/core/util/YamlUtils.java,class,readChatAlyticsConfig,8,maven,8
103,1096,157564875,157564875_10.json,https://github.com/mediatoolkit/pareco,DirectoryStructureReader,pareco-core/src/main/java/com/mediatoolkit/pareco/components/DirectoryStructureReader.java,class,readDirectoryStructure,10,maven,8
104,1097,63107687,63107687_2.json,https://github.com/virtualdataset/virtdata-java,FieldExtractor,virtdata-lib-basics/src/main/java/io/virtdata/libbasics/shared/unary_string/FieldExtractor.java,class,apply,10,maven,unknown
105,1104,189841989,189841989_2.json,https://github.com/Paul2708/simple-commands,Combinator,core/src/main/java/de/paul2708/commands/core/math/Combinator.java,class,combinations,10,maven,14
106,1111,116678593,116678593_0.json,https://github.com/Netcentric/system-env-install-hook,VariablesMerger,apply-system-env-install-hook/src/main/java/biz/netcentric/aem/applysystemenvinstallhook/VariablesMerger.java,class,applyEnvVars,9,maven,8
107,1112,193047220,193047220_28.json,https://github.com/apache/servicecomb-toolkit,DefaultParameterValidatorFactory,oas-validator/oas-validator-style/src/main/java/org/apache/servicecomb/toolkit/oasv/style/factory/DefaultParameterValidatorFactory.java,class,create,7,maven,8
108,1134,206452,206452_0.json,https://github.com/apache/roller,PropertyExpander,app/src/main/java/org/apache/roller/util/PropertyExpander.java,class,expandProperties,10,maven,11
109,1139,21217047,21217047_133.json,https://github.com/mattunderscorechampion/tree-root,FixedUncheckedSimpleCollection,simple-collections/src/main/java/com/mattunderscore/simple/collections/FixedUncheckedSimpleCollection.java,class,structuralIterator,8,maven,8
110,1142,43258821,43258821_5.json,https://github.com/sherman/blobkeeper,ByteBufferSeekableByteChannel,common/src/main/java/io/blobkeeper/common/util/ByteBufferSeekableByteChannel.java,class,truncate,10,maven,8
111,1153,177672258,177672258_0.json,https://github.com/mmahmoodictbd/rock-paper-scissors,Util,rock-paper-scissors-core/src/main/java/com/unloadbrain/games/rockpaperscissors/core/util/Util.java,class,getKeyByValue,8,maven,21
112,1156,47613863,47613863_164.json,https://github.com/quicktheories/QuickTheories,FilteredGenerator,core/src/main/java/org/quicktheories/core/Gen.java,class,generate,9,maven,8
113,1186,13379760,13379760_1.json,https://github.com/Multibit-Legacy/multibit-hd,BackupSummaryDescendingComparator,mbhd-core/src/main/java/org/multibit/hd/core/dto/comparators/BackupSummaryDescendingComparator.java,class,compare,9,maven,7
114,1194,123712995,123712995_1.json,https://github.com/making/hajiboot2-samples,TweeterApplicationRunner,06/hajiboot2-tweeter-jdbc-transactional/src/main/java/hajiboot/TweeterApplicationRunner.java,class,run,7,maven,11
115,1199,159544942,159544942_2.json,https://github.com/stephengold/Minie,NativeSoftBodyUtil,MinieLibrary/src/main/java/com/jme3/bullet/util/NativeSoftBodyUtil.java,class,mapVertexData,9,gradle,unknown
116,1216,90643804,90643804_3.json,https://github.com/songxinjianqwe/JavaWebSkeleton,UserController,skeleton/src/main/java/cn/sinjinsong/skeleton/controller/user/UserController.java,class,activate,9,maven,8
117,1232,14612017,14612017_58.json,https://github.com/apache/velocity-tools,JspWriterImpl,velocity-tools-view-jsp/src/main/java/org/apache/velocity/tools/view/jsp/jspimpl/JspWriterImpl.java,class,clearBuffer,10,maven,unknown
118,1254,160731309,160731309_175.json,https://github.com/neow3j/neow3j,Request,core/src/main/java/io/neow3j/protocol/core/Request.java,class,send,8,gradle,8
119,1294,194907949,194907949_2.json,https://github.com/DerFrZocker/Ore-Control,OreSettingsYamlImpl,impl/yaml/src/main/java/de/derfrzocker/ore/control/impl/OreSettingsYamlImpl.java,class,getValue,7,maven,8
120,1311,1772396,1772396_0.json,https://github.com/revelytix/spark,DateTime,spark-spi/src/main/java/spark/spi/util/DateTime.java,class,parse,8,maven,6
121,1338,106015269,106015269_39.json,https://github.com/messaginghub/pooled-jms,JmsPoolSession,pooled-jms/src/main/java/org/messaginghub/pooled/jms/JmsPoolSession.java,class,close,9,maven,11
122,1372,57096675,57096675_0.json,https://github.com/sczyh30/vertx-blueprint-microservice,Functional,microservice-blueprint-common/src/main/java/io/vertx/blueprint/microservice/common/functional/Functional.java,class,allOfFutures,7,maven,8
123,1387,53649949,53649949_16.json,https://github.com/apache/aries-rsa,RemoteServiceAdminCore,rsa/src/main/java/org/apache/aries/rsa/core/RemoteServiceAdminCore.java,class,createEndpointProps,7,maven,unknown
124,1401,31923485,31923485_10.json,https://github.com/kgrodzicki/cloud-computing-specialization,MergeReducer,capstone/workspace/task1/task1-group3-2-hadoop/src/main/java/MergeReducer.java,class,localDate,8,maven,7
125,1406,19481229,19481229_3.json,https://github.com/boundary/fasttuple,TupleExpressionGenerator,fasttuple-core/src/main/java/com/boundary/tuple/codegen/TupleExpressionGenerator.java,class,builder,7,maven,7
126,1407,25345432,25345432_0.json,https://github.com/danielnorberg/auto-matter,AutoMatterTypeAdapterFactory,gson/src/main/java/io/norberg/automatter/gson/AutoMatterTypeAdapterFactory.java,class,create,9,maven,8
127,1427,56551000,56551000_119.json,https://github.com/jaegertracing/jaeger-client-java,BaggageSetter,jaeger-core/src/main/java/io/jaegertracing/internal/baggage/BaggageSetter.java,class,setBaggage,9,gradle,8
128,1479,52228869,52228869_0.json,https://github.com/mindmill/ladon-s3-server,AuthKeyGen,ladon-s3-server/src/main/java/de/mc/ladon/s3server/auth/AuthKeyGen.java,class,generateKeypair,10,maven,21
129,1489,60702089,60702089_5.json,https://github.com/SergeyZhernovoy/Java-education,IteratorSimpleNumber,PartV/lesson1/src/main/java/ru/szhernovoy/simplenumber/IteratorSimpleNumber.java,class,hasNext,10,maven,8
130,1492,110099034,110099034_0.json,https://github.com/JamesZBL/java_design_patterns,MordernWar,bridge/src/main/java/me/zbl/bridge/MordernWar.java,class,MordernWar,7,maven,8
131,1516,41548314,41548314_0.json,https://github.com/adejanovski/cassandra-dcaware-failover,DCAwareFailoverRoundRobinPolicy,DCAwareFailoverRoundRobinPolicy/src/main/java/org/adejanovski/cassandra/policies/DCAwareFailoverRoundRobinPolicy.java,class,distance,8,maven,6
132,1552,99676748,99676748_0.json,https://github.com/UKPLab/argument-reasoning-comprehension-task,AnnotationSpans,corpus-creation/src/main/java/de/tudarmstadt/ukp/experiments/pipeline/uima/AnnotationSpans.java,class,extractAnnotationSpans,9,maven,8
133,1567,2432524,2432524_4.json,https://github.com/opensagres/xdocreport,StylesHelper,document/fr.opensagres.xdocreport.document/src/main/java/fr/opensagres/xdocreport/document/textstyling/html/StylesHelper.java,class,createSpanProperties,10,maven,17
134,1591,102596286,102596286_101.json,https://github.com/ocopea/orcs,HashCodeUtil,util/common-util/src/main/java/com/emc/ocopea/util/HashCodeUtil.java,class,hash,10,maven,8
135,1593,114698912,114698912_0.json,https://github.com/dzavalishin/mqtt_udp,TopicFilter,lang/java/src/main/java/ru/dz/mqtt_udp/TopicFilter.java,class,test,10,maven,8
136,1606,127471055,127471055_122.json,https://github.com/printezisn/spring-boot-microservices-starter,MovieController,MovieService/src/main/java/com/printezisn/moviestore/movieservice/movie/controllers/MovieController.java,class,deleteMovie,9,gradle,11
137,1609,45692123,45692123_0.json,https://github.com/zhegexiaohuozi/SeimiCrawler,StrFormatUtil,seimicrawler/src/main/java/cn/wanghaomiao/seimi/utils/StrFormatUtil.java,class,parseCharset,10,maven,8
138,1617,100135378,100135378_6.json,https://github.com/joffrey-bion/livedoc,Defaults,livedoc-core/src/main/java/org/hildan/livedoc/core/util/Defaults.java,class,defaultValueFor,9,gradle,unknown
139,1621,136324618,136324618_10.json,https://github.com/sagap/sonar-solidity,SolidityParsingPhase,solidity-frontend/src/main/java/org/sonarsource/solidity/frontend/SolidityParsingPhase.java,class,parse,8,maven,${jdk.min.version}
