rank,candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,class_kind,focal_method_name,testability_score,build_tool,java_version
144,1701,35592576,35592576_99.json,https://github.com/fuinorg/event-store-commons,EscSpiUtils,spi/src/main/java/org/fuin/esc/spi/EscSpiUtils.java,class,joinJsonbSerializerArrays,9,maven,unknown
146,1736,5258499,5258499_0.json,https://github.com/SSilence/scotty,DefaultRequestTransformer,scotty-transporter/src/main/java/scotty/transformer/impl/DefaultRequestTransformer.java,class,merge,8,maven,6
147,1741,1164965,1164965_92.json,https://github.com/ocpsoft/prettyfaces,PrettyConfig,impl-jsf11/src/main/java/com/ocpsoft/pretty/config/PrettyConfig.java,class,getMappingById,10,maven,5
153,1876,27824737,27824737_0.json,https://github.com/sing-group/GC4S,MatrixUtils,gc4s/src/main/java/org/sing_group/gc4s/utilities/MatrixUtils.java,class,max,7,maven,8
156,1911,168419532,168419532_5.json,https://github.com/prpatel/serverless-full-day-workshop,GetAllEngagements,exercise4/src/main/java/com/example/GetAllEngagements.java,class,main,7,maven,8
165,2016,51357073,51357073_35.json,https://github.com/ftomassetti/analyze-java-code-examples,AnnotationValidatorFactory,source_to_parse/junit-master/src/main/java/org/junit/validator/AnnotationValidatorFactory.java,class,createAnnotationValidator,9,maven,5
172,2146,16058167,16058167_22.json,https://github.com/protostuff/protostuff,LinkBuffer,protostuff-core/src/main/java/io/protostuff/LinkBuffer.java,class,getBuffers,10,maven,6
174,2166,16569959,16569959_6.json,https://github.com/leonardoanalista/java2word,Document2004,java2word/src/main/java/word/w2004/Document2004.java,class,getContent,9,maven,6
179,2221,57064024,57064024_0.json,https://github.com/fortify-ps/FortifyBugTrackerUtility,TargetIssueLocatorCommentHelper,bugtracker-common/src/main/java/com/fortify/bugtracker/common/tgt/issue/TargetIssueLocatorCommentHelper.java,class,fromTargetName,8,maven,8
183,2261,18560435,18560435_8.json,https://github.com/1and1/snmpman,ModifiedVariable,snmpman/src/main/java/com/oneandone/snmpman/configuration/modifier/ModifiedVariable.java,class,compareTo,7,maven,9
193,2381,99742967,99742967_28.json,https://github.com/awslabs/swage,ImmutableTypedMap,type-safe/src/main/java/software/amazon/swage/collection/ImmutableTypedMap.java,class,typedIterator,7,maven,8
198,2476,103377081,103377081_25.json,https://github.com/CoEValencia/codingDojo,RockPaper,02-RockPaperScissorLizardSpock/java/group1/src/main/java/com/capgemini/coedevon/codingdojo/rockpaperscissorslizardspock/RockPaper.java,class,play,10,maven,8
