rank,candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,class_kind,focal_method_name,testability_score,build_tool,java_version
122,1372,57096675,57096675_0.json,https://github.com/sczyh30/vertx-blueprint-microservice,Functional,microservice-blueprint-common/src/main/java/io/vertx/blueprint/microservice/common/functional/Functional.java,class,allOfFutures,7,maven,8
123,1387,53649949,53649949_16.json,https://github.com/apache/aries-rsa,RemoteServiceAdminCore,rsa/src/main/java/org/apache/aries/rsa/core/RemoteServiceAdminCore.java,class,createEndpointProps,7,maven,unknown
126,1407,25345432,25345432_0.json,https://github.com/danielnorberg/auto-matter,AutoMatterTypeAdapterFactory,gson/src/main/java/io/norberg/automatter/gson/AutoMatterTypeAdapterFactory.java,class,create,9,maven,8
127,1427,56551000,56551000_119.json,https://github.com/jaegertracing/jaeger-client-java,BaggageSetter,jaeger-core/src/main/java/io/jaegertracing/internal/baggage/BaggageSetter.java,class,setBaggage,9,gradle,8
130,1492,110099034,110099034_0.json,https://github.com/JamesZBL/java_design_patterns,MordernWar,bridge/src/main/java/me/zbl/bridge/MordernWar.java,class,MordernWar,7,maven,8
132,1552,99676748,99676748_0.json,https://github.com/UKPLab/argument-reasoning-comprehension-task,AnnotationSpans,corpus-creation/src/main/java/de/tudarmstadt/ukp/experiments/pipeline/uima/AnnotationSpans.java,class,extractAnnotationSpans,9,maven,8
133,1567,2432524,2432524_4.json,https://github.com/opensagres/xdocreport,StylesHelper,document/fr.opensagres.xdocreport.document/src/main/java/fr/opensagres/xdocreport/document/textstyling/html/StylesHelper.java,class,createSpanProperties,10,maven,17
138,1617,100135378,100135378_6.json,https://github.com/joffrey-bion/livedoc,Defaults,livedoc-core/src/main/java/org/hildan/livedoc/core/util/Defaults.java,class,defaultValueFor,9,gradle,unknown
140,1647,131759992,131759992_6.json,https://github.com/IBM/java-async-util,AsyncFunnel,asyncutil/src/main/java/com/ibm/asyncutil/locks/AsyncFunnel.java,class,doOrGet,9,maven,8
141,1652,181445409,181445409_110.json,https://github.com/snowdrop/vertx-spring-boot,SnowdropKafkaProducer,vertx-spring-boot-starter-kafka/src/main/java/dev/snowdrop/vertx/kafka/SnowdropKafkaProducer.java,class,partitionsFor,10,maven,8
143,1692,10808572,10808572_54.json,https://github.com/davidmoten/geo,Base32,geo/src/main/java/com/github/davidmoten/geo/Base32.java,class,encodeBase32,10,maven,8
148,1767,197277844,197277844_0.json,https://github.com/scholzj/kafka-kubernetes-authenticator,OAuthBearerTokenImpl,authenticator-common/src/main/java/io/strimzi/kafka/kubernetes/authenticator/OAuthBearerTokenImpl.java,class,getPayload,8,maven,${maven.compiler.source}
150,1837,9545480,9545480_12.json,https://github.com/roskart/dropwizard-jaxws,JAXWSEnvironment,dropwizard-jaxws/src/main/java/com/roskart/dropwizard/jaxws/JAXWSEnvironment.java,class,getClient,9,maven,8
152,1857,253269900,253269900_165.json,https://github.com/dan2097/opsin,CASTools,opsin-core/src/main/java/uk/ac/cam/ch/wwmm/opsin/CASTools.java,class,uninvertCASName,9,maven,8
154,1892,6405716,6405716_26.json,https://github.com/hpehl/piriti,CharacterConverter,user/src/main/java/name/pehl/piriti/converter/client/CharacterConverter.java,class,convert,10,maven,6
159,1927,103989411,103989411_4.json,https://github.com/uber/AthenaX,Planner,athenax-vm-compiler/src/main/java/com/uber/athenax/vm/compiler/planner/Planner.java,class,parse,10,maven,${project.build.directory}/generated-sources
160,1952,10144081,10144081_94.json,https://github.com/j-easy/easy-random,LongRangeRandomizer,easy-random-core/src/main/java/org/jeasy/random/randomizers/range/LongRangeRandomizer.java,class,aNewLongRangeRandomizer,8,maven,17
164,2012,2562371,2562371_14.json,https://github.com/gumartinm/JavaForFun,Calculator,TDD/tdd/src/main/java/de/example/tdd/Calculator.java,class,sum,7,maven,8
166,2057,43142077,43142077_1.json,https://github.com/mybatis/spring-boot-starter,CityDao,mybatis-spring-boot-samples/mybatis-spring-boot-sample-xml/src/main/java/sample/mybatis/dao/CityDao.java,class,selectCityById,8,maven,unknown
167,2067,899555,899555_51.json,https://github.com/errai/errai,JBossVfsDir,errai-jboss-as-support/src/main/java/org/jboss/errai/common/metadata/JBossVfsDir.java,class,getFiles,10,maven,17
168,2082,148614148,148614148_0.json,https://github.com/Zhuinden/command-queue,CommandQueue,command-queue/src/main/java/com/zhuinden/commandqueue/CommandQueue.java,class,sendEvent,9,gradle,7
169,2127,86651310,86651310_1.json,https://github.com/OpenBW/BWAPI4J,Altitude,BWAPI4J/src/main/java/bwem/typedef/Altitude.java,class,compareTo,7,gradle,unknown
170,2137,149780295,149780295_33.json,https://github.com/SonarSource/sonar-training-examples,CoverageMetrics,coverage-metrics/src/main/java/coverage_metrics/CoverageMetrics.java,class,f,9,maven,8
171,2142,5426789,5426789_13.json,https://github.com/need4spd/crescent,CustomQueryStringParser,crescent_core_web/src/main/java/com/tistory/devyongsik/crescent/query/CustomQueryStringParser.java,class,getQuery,9,gradle,11
178,2212,11383343,11383343_1.json,https://github.com/nitinsurana/Struts2-Examples,MyAction,Struts2Junit4/src/main/java/actions/MyAction.java,class,save,8,maven,6
188,2302,33030494,33030494_10.json,https://github.com/ignl/BinarySearchTrees,ScapegoatTree,Trees/src/main/java/org/intelligentjava/algos/trees/ScapegoatTree.java,class,insert,10,maven,7
191,2332,159189646,159189646_1.json,https://github.com/Ailubby/JMPisces,SwaggerBasePathRewritingFilter,registry/src/main/java/io/github/jhipster/registry/filters/responserewriting/SwaggerBasePathRewritingFilter.java,class,shouldFilter,8,maven,8
192,2357,2978404,2978404_25.json,https://github.com/t1/message-api,JmsMappingAdapter,adapter/src/main/java/net/java/messageapi/adapter/JmsMappingAdapter.java,class,unmarshal,9,maven,6
196,2467,142747385,142747385_72.json,https://github.com/GIScience/oshdb,OSHDBGeometryBuilder,oshdb-util/src/main/java/org/heigit/bigspatialdata/oshdb/util/geometry/OSHDBGeometryBuilder.java,class,getGeometry,8,maven,unknown
199,2477,15928650,15928650_19.json,https://github.com/apache/struts,OsgiUtil,plugins/osgi/src/main/java/org/apache/struts2/osgi/OsgiUtil.java,class,generateJavaVersionForSystemPackages,10,maven,8
