rank,candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,class_kind,focal_method_name,testability_score,build_tool,java_version
92,969,13292939,13292939_8.json,https://github.com/EKT/Biblio-Transformation-Engine,XPathRecord,bte-core/src/main/java/gr/ekt/bte/record/XPathRecord.java,class,getValues,10,maven,7
94,999,2548552,2548552_0.json,https://github.com/mariusneo/algorithmics,QuickSort,sorting/src/main/java/org/mg/sort/QuickSort.java,class,sort,10,maven,8
100,1074,23813195,23813195_6.json,https://github.com/square/burst,BurstableConstructor,burst/src/main/java/com/squareup/burst/BurstableConstructor.java,class,findSingle,9,maven,7
102,1094,55516736,55516736_4.json,https://github.com/OpenChatAlytics/OpenChatAlytics,YamlUtils,core/src/main/java/com/chatalytics/core/util/YamlUtils.java,class,readChatAlyticsConfig,8,maven,8
105,1104,189841989,189841989_2.json,https://github.com/Paul2708/simple-commands,Combinator,core/src/main/java/de/paul2708/commands/core/math/Combinator.java,class,combinations,10,maven,14
108,1134,206452,206452_0.json,https://github.com/apache/roller,PropertyExpander,app/src/main/java/org/apache/roller/util/PropertyExpander.java,class,expandProperties,10,maven,11
109,1139,21217047,21217047_133.json,https://github.com/mattunderscorechampion/tree-root,FixedUncheckedSimpleCollection,simple-collections/src/main/java/com/mattunderscore/simple/collections/FixedUncheckedSimpleCollection.java,class,structuralIterator,8,maven,8
114,1194,123712995,123712995_1.json,https://github.com/making/hajiboot2-samples,TweeterApplicationRunner,06/hajiboot2-tweeter-jdbc-transactional/src/main/java/hajiboot/TweeterApplicationRunner.java,class,run,7,maven,11
115,1199,159544942,159544942_2.json,https://github.com/stephengold/Minie,NativeSoftBodyUtil,MinieLibrary/src/main/java/com/jme3/bullet/util/NativeSoftBodyUtil.java,class,mapVertexData,9,gradle,unknown
118,1254,160731309,160731309_175.json,https://github.com/neow3j/neow3j,Request,core/src/main/java/io/neow3j/protocol/core/Request.java,class,send,8,gradle,8
119,1294,194907949,194907949_2.json,https://github.com/DerFrZocker/Ore-Control,OreSettingsYamlImpl,impl/yaml/src/main/java/de/derfrzocker/ore/control/impl/OreSettingsYamlImpl.java,class,getValue,7,maven,8
128,1479,52228869,52228869_0.json,https://github.com/mindmill/ladon-s3-server,AuthKeyGen,ladon-s3-server/src/main/java/de/mc/ladon/s3server/auth/AuthKeyGen.java,class,generateKeypair,10,maven,21
129,1489,60702089,60702089_5.json,https://github.com/SergeyZhernovoy/Java-education,IteratorSimpleNumber,PartV/lesson1/src/main/java/ru/szhernovoy/simplenumber/IteratorSimpleNumber.java,class,hasNext,10,maven,8
137,1609,45692123,45692123_0.json,https://github.com/zhegexiaohuozi/SeimiCrawler,StrFormatUtil,seimicrawler/src/main/java/cn/wanghaomiao/seimi/utils/StrFormatUtil.java,class,parseCharset,10,maven,8
145,1714,22460817,22460817_0.json,https://github.com/vsl1978/mybatis-generator-pluginsplus,Str,mybatis-generator-pluginsplus/src/main/java/xyz/vsl/mybatis/generator/pluginsplus/Str.java,class,trim,10,maven,6
158,1924,4026983,4026983_0.json,https://github.com/Raisa/Raisa,ControlMessage,raisavis/src/main/java/raisa/comms/ControlMessage.java,class,fromJson,7,maven,7
173,2164,106371845,106371845_6.json,https://github.com/PacktPublishing/Mastering-Software-Testing-with-JUnit-5,LoginService,junit4-mockito/src/main/java/io/github/bonigarcia/LoginService.java,class,login,9,maven,8
176,2194,6434628,6434628_15.json,https://github.com/lostdragon/cobar,PairUtil,cobar-parser/src/main/java/com/alibaba/cobar/parser/util/PairUtil.java,class,splitIndex,10,maven,6
177,2199,6489406,6489406_33.json,https://github.com/dma-ais/AisLib,TargetTracker,ais-lib-communication/src/main/java/dk/dma/ais/tracker/targetTracker/TargetTracker.java,class,get,8,maven,unknown
180,2244,44934002,44934002_2.json,https://github.com/ibinti/bugvm,HelloWorld,Lab/kotlin-dsl-samples/code-quality/src/main/java/samples/HelloWorld.java,class,greeting,7,gradle,1
182,2259,188229074,188229074_0.json,https://github.com/devonfw-forge/keywi,UcManageKeyListImpl,core/src/main/java/com/devonfw/keywi/keymanagement/logic/impl/usecase/UcManageKeyListImpl.java,class,saveKeyList,9,maven,8
185,2279,25029544,25029544_33.json,https://github.com/jgonian/commons-ip-math,Ipv6Range,commons-ip-math/src/main/java/com/github/jgonian/ipmath/Ipv6Range.java,class,from,7,maven,6
187,2299,40695309,40695309_3.json,https://github.com/touwolf/bridje-framework,Path,bridje-vfs/src/main/java/org/bridje/vfs/Path.java,class,getNext,10,maven,8
195,2404,3360581,3360581_6.json,https://github.com/jhorstmann/i18n,I18N,i18n-core/src/main/java/net/jhorstmann/i18n/I18N.java,class,gettext,7,maven,6
200,2489,95789248,95789248_0.json,https://github.com/opentracing-contrib/java-vertx-web,TracingHandler,opentracing-vertx-web/src/main/java/io/opentracing/contrib/vertx/ext/web/TracingHandler.java,class,serverSpanContext,9,maven,8
