rank,candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,class_kind,focal_method_name,testability_score,build_tool,java_version
32,2836,13910968,13910968_4.json,https://github.com/olle/serverside-todomvc,TodoController,examples-java-spring-boot-freemarker/src/main/java/com/studiomediatech/todomvc/web/TodoController.java,class,deleteTodo,8,maven,8
33,2844,9189077,9189077_0.json,https://github.com/3pillarlabs/spring-integration-aws,JsonMessageMarshaller,spring-integration-aws/src/main/java/org/springframework/integration/aws/JsonMessageMarshaller.java,class,deserialize,10,maven,6
34,2848,99313507,99313507_1.json,https://github.com/MyCATApache/Mycat2,MigrateUtils,router/src/main/java/io/mycat/router/migrate/MigrateUtils.java,class,balanceExpand,9,maven,8
35,2859,30927071,30927071_1.json,https://github.com/AdamBien/rulz,HttpMatchers,jaxrsclient/src/main/java/com/airhacks/rulz/jaxrsclient/HttpMatchers.java,class,clientError,10,maven,7
36,2871,1184582,1184582_8.json,https://github.com/kiegroup/droolsjbpm-contributed-experiments,ConverterUtils,zenithr/zenithr/src/main/java/org/kiegroup/zenithr/drools/regex/ConverterUtils.java,class,parseOutput,8,maven,8
37,2883,57921720,57921720_7.json,https://github.com/ChargeTimeEU/Java-OCA-OCPP,ComponentType,ocpp-v2_0/src/main/java/eu/chargetime/ocpp/model/basic/types/ComponentType.java,class,setName,8,maven,8
38,2899,10624930,10624930_22.json,https://github.com/aerogear/aerogear-unifiedpush-server,UnifiedPushMessage,model/push/src/main/java/org/jboss/aerogear/unifiedpush/message/UnifiedPushMessage.java,class,toStrippedJsonString,10,maven,11
39,2902,138623536,138623536_26.json,https://github.com/apache/sling-org-apache-sling-app-cms,ChangePasswordOperation,core/src/main/java/org/apache/sling/cms/core/internal/operations/ChangePasswordOperation.java,class,run,9,maven,${sling.cms.java.version}
40,2903,44167878,44167878_0.json,https://github.com/spacedog-io/spacedog-server,Json,client/src/main/java/io/spacedog/utils/Json.java,class,isObject,9,maven,8
41,2918,97598061,97598061_0.json,https://github.com/gmu-swe/deflaker,SchedulingStrategies,surefire-rerunner/junit47/src/main/java/org/apache/maven/surefire/junitcore/pc/SchedulingStrategies.java,class,createInvokerStrategy,7,maven,7
42,2921,2480222,2480222_2.json,https://github.com/fitzyyf/plum-sample,DefQaContentLink,nanjing12336/src/main/java/org/mumu/swoop/analysis/def/DefQaContentLink.java,class,getContent,10,maven,6
43,2931,14444698,14444698_18.json,https://github.com/lukas-krecan/smock,EndpointInterceptorClientAdapter,common/src/main/java/net/javacrumbs/smock/common/EndpointInterceptorClientAdapter.java,class,wrapEndpointInterceptors,9,maven,6
44,2937,84521629,84521629_3.json,https://github.com/PerficientDigital/AEM-DataLayer,AEMDataLayerInterceptorFilter,core/src/main/java/com/perficient/aem/datalayer/core/filters/AEMDataLayerInterceptorFilter.java,class,resourceHierarchyHasACycle,9,maven,8
45,2939,6662839,6662839_18.json,https://github.com/nchovy/kraken,PrimitiveConverter,infra/kraken-api/src/main/java/org/krakenapps/api/PrimitiveConverter.java,class,parse,7,maven,6
46,2956,14969366,14969366_18.json,https://github.com/adamcin/httpsig-java,DefaultVerifier,api/src/main/java/net/adamcin/httpsig/api/DefaultVerifier.java,class,verify,7,maven,6
47,2964,8686380,8686380_91.json,https://github.com/j-easy/easy-rules,MVELAction,easy-rules-mvel/src/main/java/org/jeasy/rules/mvel/MVELAction.java,class,execute,9,maven,8
48,2966,36658493,36658493_6.json,https://github.com/aioaneid/uzaygezen,RangeListFilter,uzaygezen-core/src/main/java/com/google/uzaygezen/core/RangeListFilter.java,class,combine,8,maven,7
49,2998,21499094,21499094_6.json,https://github.com/kevinherron/opc-ua-stack,XmlDecoder,stack-core/src/main/java/com/digitalpetri/opcua/stack/core/serialization/xml/XmlDecoder.java,class,decodeVariant,9,maven,8
