candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,source_layout,class_kind,is_abstract,class_loc,focal_method_name,focal_method_loc,focal_method_modifiers,has_control_flow,has_observable_output,constructor_dependency_count,external_dependency_risk,external_risk_reasons,testability_score,semantic_status,semantic_exclusion_reason,build_tool,module_path,testing_framework,detected_java_version,selected_java_home,java_selection_reason,checkout_revision,clone_attempts,baseline_passes_required,baseline_passes_completed,baseline_states,classpath_resolved,classpath_exit_code,focal_class_fqcn,focal_bytecode_found,probe_target_state,probe_module_state,offline_baseline_state,eligibility_status,exclusion_stage,exclusion_reason,elapsed_seconds,artifact_dir
55,19408279,19408279_4.json,https://github.com/yan74/afplib,AfpBuilder,org.afplib/src/main/java/org/afplib/AfpBuilder.java,production,class,False,74,create,28,"@SuppressWarnings(""unchecked"") public",True,True,0,False,,9,ELIGIBLE,,maven,org.afplib,junit4,7,C:\Java-version\java-8,auto-discovered compatible JDK 8 for Java 7,,1,2,1,ASSERTION_FAILED,,,org.afplib.AfpBuilder,,,,,EXCLUDED,baseline,constituent[4]: file:/c:<path>,1.875,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00055_19408279_19408279_4
60,191478424,191478424_0.json,https://github.com/qianhongxin/ConditionHelper,ConditionAddVisitor,conditionhelper-core/src/main/java/com/qhx/conditionhelper/core/parser/druid/ConditionAddVisitor.java,production,,,,visit,32,@Override public,True,True,,,,,ELIGIBLE,,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,setup,"Error: [('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\191478424\\conditionhelper-samples\\condition-helper-sample-annoation\\src\\main\\java\\com\\qhx\\conditionhelper\\sample\\annoation\\ApplicationControllerAdvice.java', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed\\shard-4\\candidates\\00060_191478424_191478424_0\\workspace\\conditionhelper-samples\\condition-helper-sample-annoation\\src\\main\\java\\com\\qhx\\conditionhelper\\sample\\annoation\\ApplicationControllerAdvice.java', '[WinError 3] The system cannot find the path specified')]",1.906,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00060_191478424_191478424_0
65,185871137,185871137_77.json,https://github.com/OpenFeign/feignx,TypeDefinitionFactory,core/src/main/java/feign/impl/type/TypeDefinitionFactory.java,production,class,False,205,create,14,public,True,True,0,False,,9,ELIGIBLE,,maven,core,junit5,11,C:\Java-version\java-11,auto-discovered JDK 11,,1,2,1,COMPILE_FAILED,,,feign.impl.type.TypeDefinitionFactory,,,,,EXCLUDED,baseline,error: could not find or load main class org.apache.maven.wrapper.mavenwrappermain,3.391,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00065_185871137_185871137_77
70,10361643,10361643_523.json,https://github.com/inbloom/secure-data-service,ContextValidator,sli/api/src/main/java/org/slc/sli/api/security/context/ContextValidator.java,production,,,,validateContextToEntities,24,public,True,True,,,,,ELIGIBLE,,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,setup,"Error: [('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\10361643\\sli\\acceptance-tests\\test\\features\\ingestion\\test_data\\AppEnableAndAuthorizeDataSet\\InterchangeEducationOrganizationSchoolWithMultipleParents.xml', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed\\shard-4\\candidates\\00070_10361643_10361643_523\\workspace\\sli\\acceptance-tests\\test\\features\\ingestion\\test_data\\AppEnableAndAuthorizeDataSet\\InterchangeEducationOrganizationSchoolWithMultipleParents.xml', '[WinError 3] The system cannot find the path specified'), ('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\10361643\\sli\\acceptance-tests\\test\\features\\ingestion\\test_data\\BroadAssessmentItemFromAssessmentMetadataInterchangeDelete\\InterchangeAssessmentMetadata.xml', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed\\shard-4\\candidates\\00070_10361643_10361643_523\\workspace\\sli\\acceptance-tests\\test\\features\\ingestion\\test_data\\BroadAssessmentItemFromAssessmentMetadataInterchangeDelete\\InterchangeAssessmentMetadata.xml', '[WinError 3] The system cannot find the path specified'), ('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\10361643\\sli\\acceptance-tests\\test\\features\\ingestion\\test_data\\ForceAssessmentItemFromAssessmentMetadataInterchangeDelete\\InterchangeAssessmentMetadata.xml', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed\\shard-4\\candidates\\00070_10361643_10361643_523\\workspace\\sli\\acceptance-tests\\test\\features\\ingestion\\test_data\\ForceAssessmentItemFromAssessmentMetadataInterchangeDelete\\InterchangeAssessmentMetadata.xml', '[WinError 3] The system cannot find the path specified'), ('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\10361643\\sli\\acceptance-tests\\test\\features\\ingestion\\test_data\\ForceObjectiveAssessmentRefFromAssessmentMetadataDelete\\InterchangeAssessmentMetadata.xml', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed\\shard-4\\candidates\\00070_10361643_10361643_523\\workspace\\sli\\accept",12.516,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00070_10361643_10361643_523
75,24363680,24363680_57.json,https://github.com/cannabiscoindev/cannabiscoinj,BlockChain,core/src/main/java/com/google/bitcoin/core/BlockChain.java,production,,,,add,8,@Override public,True,True,,,,,ELIGIBLE,,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,setup,FileNotFoundError: Cannot resolve focal class path: core/src/main/java/com/google/bitcoin/core/BlockChain.java,1.125,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00075_24363680_24363680_57
80,2148480,2148480_4.json,https://github.com/nschlimm/spring-interceptor,InterceptorAwareBeanFactoryPostProcessor,sources/spring-interceptor/src/main/java/com/schlimm/springcdi/interceptor/InterceptorAwareBeanFactoryPostProcessor.java,production,,,,createAndRegisterMetaDataBean,7,public,False,True,,,,,ELIGIBLE,,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,setup,"Error: [('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\2148480\\sources\\spring-interceptor\\src\\test\\java\\com\\schlimm\\springcdi\\interceptor\\strategies\\impl\\SimpleInterceptorResolutionStrategyTest_methodlevel.java', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed\\shard-4\\candidates\\00080_2148480_2148480_4\\workspace\\sources\\spring-interceptor\\src\\test\\java\\com\\schlimm\\springcdi\\interceptor\\strategies\\impl\\SimpleInterceptorResolutionStrategyTest_methodlevel.java', '[WinError 3] The system cannot find the path specified')]",2.625,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00080_2148480_2148480_4
85,144251992,144251992_262.json,https://github.com/adessoAG/project-board,HibernateSimpleQueryUtils,backend/project-board/src/main/java/de/adesso/projectboard/base/search/HibernateSimpleQueryUtils.java,production,,,,getIndexAfterFirstAppearanceOf,11,static,True,True,,,,,ELIGIBLE,,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,setup,FileNotFoundError: Cannot resolve focal class path: backend/project-board/src/main/java/de/adesso/projectboard/base/search/HibernateSimpleQueryUtils.java,0.000,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00085_144251992_144251992_262
90,42949039,42949039_245.json,https://github.com/FINRAOS/herd,BusinessObjectFormatExternalInterfaceHelper,herd-code/herd-service/src/main/java/org/finra/herd/service/helper/BusinessObjectFormatExternalInterfaceHelper.java,production,,,,validateAndTrimBusinessObjectFormatExternalInterfaceKey,14,public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.016,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00090_42949039_42949039_245
95,44212362,44212362_2.json,https://github.com/8kdata/phoebe,Try,phoebe-common/src/main/java/com/eightkdata/phoebe/common/util/Try.java,production,class,False,78,success,4,"@SuppressWarnings(""unchecked"") public static",False,True,2,False,,7,ELIGIBLE,,maven,phoebe-common,junit4,6,C:\Java-version\java-8,auto-discovered compatible JDK 8 for Java 6,,1,2,1,ASSERTION_FAILED,,,com.eightkdata.phoebe.common.util.Try,,,,,EXCLUDED,baseline,constituent[4]: file:/c:<path>,1.406,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00095_44212362_44212362_2
100,152217753,152217753_4.json,https://github.com/siyoon210/spring-framework,SampleController,inflearn/whiteship/web-mvc/src/main/java/inflearn/whiteship/springboot/webmvc/controller/SampleController.java,production,class,False,12,hello,5,"@GetMapping(""/hello-template"") public",False,True,0,False,,6,EXCLUDED,testability_score_below_7,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,testability_score_below_7,7.938,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00100_152217753_152217753_4
105,137178358,137178358_0.json,https://github.com/vaadin/bookstore-starter-flow,DataService,bookstore-starter-flow-backend/src/main/java/com/vaadin/samples/backend/DataService.java,production,,,,getAllProducts,1,public abstract,False,True,,,,,EXCLUDED,focal_method_not_directly_testable;trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,focal_method_not_directly_testable;trivial_focal_method,0.016,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00105_137178358_137178358_0
110,68199747,68199747_17.json,https://github.com/liyiheng/ApkBus,AddEditTaskPresenter,todoapp/src/main/java/com/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskPresenter.java,production,,,,saveTask,7,@Override public,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.000,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00110_68199747_68199747_17
115,56988303,56988303_6.json,https://github.com/confluence-publisher/confluence-publisher,HttpRequestFactory,asciidoc-confluence-publisher-client/src/main/java/org/sahli/asciidoc/confluence/publisher/client/http/HttpRequestFactory.java,production,,,,updatePageRequest,15,,False,True,,,,,ELIGIBLE,,,,,,,,9769622ec1e097cd41fc6120457342b81e4a7233,1,2,0,,,,,,,,,EXCLUDED,setup,"Error: [('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\56988303\\asciidoc-confluence-publisher-cli\\src\\it\\java\\org\\sahli\\asciidoc\\confluence\\publisher\\cli\\AsciidocConfluencePublisherCommandLineClientIntegrationTest.java', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed\\shard-4\\candidates\\00115_56988303_56988303_6\\workspace\\asciidoc-confluence-publisher-cli\\src\\it\\java\\org\\sahli\\asciidoc\\confluence\\publisher\\cli\\AsciidocConfluencePublisherCommandLineClientIntegrationTest.java', '[WinError 3] The system cannot find the path specified'), ('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\56988303\\asciidoc-confluence-publisher-client\\src\\test\\resources\\org\\sahli\\asciidoc\\confluence\\publisher\\client\\http\\add-page-request-without-version-message.json', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed\\shard-4\\candidates\\00115_56988303_56988303_6\\workspace\\asciidoc-confluence-publisher-client\\src\\test\\resources\\org\\sahli\\asciidoc\\confluence\\publisher\\client\\http\\add-page-request-without-version-message.json', '[WinError 3] The system cannot find the path specified'), ('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\56988303\\asciidoc-confluence-publisher-client\\src\\test\\resources\\org\\sahli\\asciidoc\\confluence\\publisher\\client\\http\\set-property-by-key-request-payload.json', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed\\shard-4\\candidates\\00115_56988303_56988303_6\\workspace\\asciidoc-confluence-publisher-client\\src\\test\\resources\\org\\sahli\\asciidoc\\confluence\\publisher\\client\\http\\set-property-by-key-request-payload.json', '[WinError 3] The system cannot find the path specified'), ('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\56988303\\asciidoc-confluence-publisher-client\\src\\test\\resources\\org\\sahli\\asciidoc\\confluence\\publisher\\client\\http\\set-property-by-key-with-space-in-key-request-payload.json', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed",8.141,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00115_56988303_56988303_6
120,32567407,32567407_1.json,https://github.com/thecodinglive/hanbit-gradle-book-example,Calculator,ch05/ch05-TDD/src/main/java/info/thecodinglive/Calculator.java,production,,,,sum,3,public,False,True,,,,,ELIGIBLE,,,,,,,,,,2,0,,,,,,,,,EXCLUDED,setup,"RuntimeError: Repository setup failed after 3 attempts: CalledProcessError: Command '['git', '-c', 'core.longpaths=true', 'clone', '--depth', '1', 'https://github.com/thecodinglive/hanbit-gradle-book-example', 'R:\\Đồ án\\RepoGithub\\ARROW\\repos\\32567407']' returned non-zero exit status 128.",9.984,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00120_32567407_32567407_1
125,40442532,40442532_5.json,https://github.com/applivery/applivery-android-sdk,AbstractPermissionListener,applvsdklib/src/main/java/com/applivery/applvsdklib/tools/permissions/AbstractPermissionListener.java,production,,,,onPermissionGranted,5,@Override public,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.000,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00125_40442532_40442532_5
130,17898911,17898911_348.json,https://github.com/dashbuilder/dashbuilder,BeanDataSetDefValidator,dashbuilder-shared/dashbuilder-validations/src/main/java/org/dashbuilder/validations/dataset/BeanDataSetDefValidator.java,production,,,,validate,13,@Override public,True,True,,,,,ELIGIBLE,,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,setup,"Error: [('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\17898911\\dashbuilder-backend\\dashbuilder-dataset-sql-tests\\dashbuilder-dataset-sql-tests-db2\\src\\test\\java\\org\\dashbuilder\\dataprovider\\sql\\DB2Test.java', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed\\shard-4\\candidates\\00130_17898911_17898911_348\\workspace\\dashbuilder-backend\\dashbuilder-dataset-sql-tests\\dashbuilder-dataset-sql-tests-db2\\src\\test\\java\\org\\dashbuilder\\dataprovider\\sql\\DB2Test.java', '[WinError 3] The system cannot find the path specified'), ('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\17898911\\dashbuilder-backend\\dashbuilder-dataset-sql-tests\\dashbuilder-dataset-sql-tests-db2\\src\\test\\java\\org\\dashbuilder\\dataprovider\\sql\\DB2TestSettings.java', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed\\shard-4\\candidates\\00130_17898911_17898911_348\\workspace\\dashbuilder-backend\\dashbuilder-dataset-sql-tests\\dashbuilder-dataset-sql-tests-db2\\src\\test\\java\\org\\dashbuilder\\dataprovider\\sql\\DB2TestSettings.java', '[WinError 3] The system cannot find the path specified'), ('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\17898911\\dashbuilder-backend\\dashbuilder-dataset-sql-tests\\dashbuilder-dataset-sql-tests-h2\\src\\test\\java\\org\\dashbuilder\\dataprovider\\sql\\H2TestSettings.java', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed\\shard-4\\candidates\\00130_17898911_17898911_348\\workspace\\dashbuilder-backend\\dashbuilder-dataset-sql-tests\\dashbuilder-dataset-sql-tests-h2\\src\\test\\java\\org\\dashbuilder\\dataprovider\\sql\\H2TestSettings.java', '[WinError 3] The system cannot find the path specified'), ('R:\\Đồ án\\RepoGithub\\ARROW\\repos\\17898911\\dashbuilder-backend\\dashbuilder-dataset-sql-tests\\dashbuilder-dataset-sql-tests-mariadb\\src\\test\\java\\org\\dashbuilder\\dataprovider\\sql', 'R:\\Đồ án\\RepoGithub\\ARROW\\runs\\sample_selection\\distributed\\shard-4\\candidates\\00130_17898911_17898911_348\\work",5.094,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00130_17898911_17898911_348
135,55209260,55209260_1.json,https://github.com/JeffLi1993/fast-framework,JSONUtil,fast-core/src/main/java/org/fastframework/util/JSONUtil.java,production,class,False,51,toJSONString,10,public static,True,True,0,False,,9,ELIGIBLE,,maven,fast-core,junit4,8,C:\Java-version\java-8,auto-discovered JDK 8,,1,2,1,ASSERTION_FAILED,,,org.fastframework.util.JSONUtil,,,,,EXCLUDED,baseline,constituent[4]: file:/c:<path>,2.531,R:\Đồ án\RepoGithub\ARROW\runs\sample_selection\distributed\shard-4\candidates\00135_55209260_55209260_1
