candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,source_layout,class_kind,is_abstract,class_loc,focal_method_name,focal_method_loc,focal_method_modifiers,has_control_flow,has_observable_output,constructor_dependency_count,external_dependency_risk,external_risk_reasons,testability_score,semantic_status,semantic_exclusion_reason,build_tool,module_path,testing_framework,detected_java_version,selected_java_home,java_selection_reason,checkout_revision,clone_attempts,baseline_passes_required,baseline_passes_completed,baseline_states,classpath_resolved,classpath_exit_code,focal_class_fqcn,focal_bytecode_found,probe_target_state,probe_module_state,offline_baseline_state,eligibility_status,exclusion_stage,exclusion_reason,elapsed_seconds,artifact_dir
53,50594316,50594316_8.json,https://github.com/senx/warp10-platform,OrderPreservingBase64,crypto/src/main/java/io/warp10/crypto/OrderPreservingBase64.java,production,class,False,502,encode,3,public static,False,True,0,False,,7,ELIGIBLE,,gradle,crypto,junit4,1,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered compatible JDK 8 for Java 1,,1,2,1,ASSERTION_FAILED,,,io.warp10.crypto.OrderPreservingBase64,,,,,EXCLUDED,baseline,failure: build failed with an exception.,63.766,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00053_50594316_50594316_8
58,50105719,50105719_25.json,https://github.com/kawasima/enkan,MethodOverrideMiddleware,enkan-web/src/main/java/enkan/middleware/MethodOverrideMiddleware.java,production,class,False,47,handle,8,@Override public,True,True,0,False,,9,ELIGIBLE,,maven,enkan-web,junit5,21,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-21,auto-discovered JDK 21,f4b536de43a44cb06d7b0aacb8b9b1a7d298966a,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,1,enkan.middleware.MethodOverrideMiddleware,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,761.750,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00058_50105719_50105719_25
63,34411308,34411308_1.json,https://github.com/fharms/java-examples,MarshallingService,jboss-marshalling-example/src/main/java/com/fharms/marshalling/service/MarshallingService.java,production,class,False,102,deserialize,9,public,True,True,0,False,,9,ELIGIBLE,,maven,jboss-marshalling-example,junit4,8,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered JDK 8,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,com.fharms.marshalling.service.MarshallingService,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,41.656,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00063_34411308_34411308_1
68,85860202,85860202_0.json,https://github.com/HIFILEO/MVPExample,NowPlayingPresenterImpl,app/src/main/java/com/example/mvpexample/presenter/NowPlayingPresenterImpl.java,production,,,,infoLoaded,12,@Override public,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.015,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00068_85860202_85860202_0
73,73535587,73535587_1.json,https://github.com/TiVo/wombat,Envelope,replicator/src/main/java/com/tivo/wombat/replicator/Envelope.java,production,class,False,192,marshal,16,public,True,True,2,False,,10,ELIGIBLE,,gradle,replicator,junit4,unknown,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,Gradle 2.3 requires compatible JDK 8; auto-discovered,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,False,1,com.tivo.wombat.replicator.Envelope,False,,,,EXCLUDED,classpath,Không resolve được project classpath,32.422,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00073_73535587_73535587_1
78,115838569,115838569_4.json,https://github.com/rebase-it/rebot,KarmaPlugin,rebot-plugins/rebot-karma-plugin/src/main/java/it/rebase/rebot/plugin/karma/KarmaPlugin.java,production,,,,process,32,@Override public,True,True,,,,,ELIGIBLE,,,,,,,,,,2,0,,,,,,,,,EXCLUDED,setup,"RuntimeError: Repository setup failed after 3 attempts: CalledProcessError: Command '['git', '-c', 'core.longpaths=true', 'clone', '--depth', '1', 'https://github.com/rebase-it/rebot', 'D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\115838569']' returned non-zero exit status 128.",9.844,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00078_115838569_115838569_4
83,18133301,18133301_5.json,https://github.com/graceland/graceland-core,Platform,graceland-platform/src/main/java/io/graceland/Platform.java,production,class,False,135,forApplication,4,public static,False,True,1,False,,7,ELIGIBLE,,maven,graceland-platform,junit4,7,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered compatible JDK 8 for Java 7,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,io.graceland.Platform,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,75.703,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00083_18133301_18133301_5
88,106200322,106200322_5.json,https://github.com/grafeas/client-java,GrafeasV1Beta1Api,0.1.0/src/main/java/io/swagger/client/api/GrafeasV1Beta1Api.java,production,class,False,1705,deleteOccurrence,4,public,False,True,0,False,,7,ELIGIBLE,,maven,0.1.0,junit4,7,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered compatible JDK 8 for Java 7,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,io.swagger.client.api.GrafeasV1Beta1Api,True,TEST_DISCOVERY_FAILED,,,EXCLUDED,probe_target,generated target test was not discovered,40.390,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00088_106200322_106200322_5
93,41371438,41371438_98.json,https://github.com/opendaylight/mdsal,WriteableSubshardBoundaryNode,dom/mdsal-dom-spi/src/main/java/org/opendaylight/mdsal/dom/spi/shard/WriteableSubshardBoundaryNode.java,production,,,,getChildrenWithSubshards,4,@Override public,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.031,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00093_41371438_41371438_98
98,81464583,81464583_3.json,https://github.com/bounswe/bounswe2017group10,Utils,Atlas/android/app/src/main/java/com/bounswe2017/group10/atlas/util/Utils.java,production,,,,isLocalUrl,3,public static,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.016,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00098_81464583_81464583_3
103,927454,927454_3.json,https://github.com/rabbitmq/rabbitmq-tutorials,PublisherConfirms,java-mvn/src/main/java/PublisherConfirms.java,production,unknown,False,1,waitUntil,8,static,True,True,0,False,,8,EXCLUDED,non_concrete:unknown,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,non_concrete:unknown,11.328,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00103_927454_927454_3
108,34456739,34456739_2.json,https://github.com/exallium/AndroidForms,Form,app/src/main/java/com/exallium/AndroidForms/Form.java,production,class,False,171,save,3,public,False,True,1,False,,8,ELIGIBLE,,gradle,app,junit4,unknown,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,Gradle 2.3 requires compatible JDK 8; auto-discovered,,1,2,1,ASSERTION_FAILED,,,com.exallium.AndroidForms.Form,,,,,EXCLUDED,baseline,failure: build failed with an exception.,45.328,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00108_34456739_34456739_2
113,28407415,28407415_13.json,https://github.com/dd4t/dd4t-2-java,TCMURI,dd4t-api/src/main/java/org/dd4t/core/util/TCMURI.java,production,,,,toString,4,@Override public,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.016,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00113_28407415_28407415_13
118,171132936,171132936_2.json,https://github.com/xwlcn/Dodder,StringUtil,dodder-common/src/main/java/cc/dodder/common/util/StringUtil.java,production,class,False,178,formatSize,22,public static,True,True,0,False,,10,ELIGIBLE,,maven,dodder-common,junit4,8,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered JDK 8,0cc6992666d7c5d783bb565611d057a34a2426a9,1,2,1,ASSERTION_FAILED,,,cc.dodder.common.util.StringUtil,,,,,EXCLUDED,baseline,[info] dodder-common ...................................... failure [ 40.348 s],69.313,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00118_171132936_171132936_2
123,9754885,9754885_1.json,https://github.com/openmrs/openmrs-module-patientmatching,ScorePair,api/src/main/java/org/regenstrief/linkage/util/ScorePair.java,production,class,False,125,getCandidatesFromMultiFieldDemographics,11,protected,True,True,1,False,,10,ELIGIBLE,,maven,api,junit4,8,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered JDK 8,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,org.regenstrief.linkage.util.ScorePair,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,418.328,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00123_9754885_9754885_1
128,46931835,46931835_0.json,https://github.com/manupsunny/gauge-gradle-plugin,GaugePlugin,plugin/src/main/java/com/thoughtworks/gauge/gradle/GaugePlugin.java,production,,,,apply,5,@Override public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.016,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00128_46931835_46931835_0
133,122514469,122514469_23.json,https://github.com/leberKleber/ljcm,BooleanParser,ljcm-minimal-parser/src/main/java/io/github/leberkleber/ljcm/parser/impl/BooleanParser.java,production,class,False,22,parseValue,7,@Override public,True,True,0,False,,9,ELIGIBLE,,maven,ljcm-minimal-parser,junit4,8,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered JDK 8,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,1,io.github.leberkleber.ljcm.parser.impl.BooleanParser,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,38.469,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00133_122514469_122514469_23
138,35880827,35880827_6.json,https://github.com/spark3dp/spark-android-SDK,HttpHeaderParser,volley/src/main/java/com/android/volley/toolbox/HttpHeaderParser.java,production,class,False,144,parseCacheHeaders,69,public static,True,True,0,True,nondeterminism,8,EXCLUDED,external_dependency_risk:nondeterminism,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:nondeterminism,6.156,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00138_35880827_35880827_6
143,15845284,15845284_0.json,https://github.com/lordi/tickmate,ChooseGroupActivity,app/src/main/java/de/smasi/tickmate/views/ChooseGroupActivity.java,production,,,,onListItemClick,11,@Override protected,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.016,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00143_15845284_15845284_0
148,157370190,157370190_6.json,https://github.com/sf105/refactoring-golf,BandedTaxCalculator,src/payroll/hole09/BandedTaxCalculator.java,nonstandard,,,,taxFor,4,@Override public,False,True,,,,,EXCLUDED,source_layout:nonstandard,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,source_layout:nonstandard,0.000,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00148_157370190_157370190_6
153,79666748,79666748_1.json,https://github.com/pakoito/RxCurrying2,RxCurryingConsumer,rxcurrying2/src/main/java/com/pacoworks/rxcurrying2/RxCurryingConsumer.java,production,class,False,302,curry,13,public static,False,True,0,False,,7,ELIGIBLE,,gradle,rxcurrying2,junit4,6,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered compatible JDK 8 for Java 6,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,False,1,com.pacoworks.rxcurrying2.RxCurryingConsumer,False,,,,EXCLUDED,classpath,Không resolve được project classpath,26.422,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00153_79666748_79666748_1
158,37208641,37208641_44.json,https://github.com/loyada/dollarx,ElementProperties,jdollarx/src/main/java/com/github/loyada/jdollarx/ElementProperties.java,production,class,False,1050,isBeforeSibling,8,public static,False,True,0,False,,6,EXCLUDED,testability_score_below_7,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,testability_score_below_7,30.343,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00158_37208641_37208641_44
163,31989343,31989343_19.json,https://github.com/SparkPost/java-sparkpost,RecipientList,libs/sparkpost-lib/src/main/java/com/sparkpost/model/RecipientList.java,production,,,,asStoredRecipientList,5,public,False,True,,,,,ELIGIBLE,,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,setup,FileExistsError: [WinError 183] Cannot create a file when that file already exists: 'D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\runs\\sample_selection\\distributed\\shard-2\\candidates\\00163_31989343_31989343_19\\workspace',0.031,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00163_31989343_31989343_19
168,76684353,76684353_3.json,https://github.com/universum-studios/android_pager_adapters,FragmentPagerAdapter,library-persistent/src/main/java/universum/studios/android/pager/adapter/FragmentPagerAdapter.java,production,,,,getItemId,3,public,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.000,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00168_76684353_76684353_3
173,84320045,84320045_0.json,https://github.com/CodeFX-org/java-9-wtf,GraphicsBounds,graphics-bounds/src/main/java/wtf/java9/graphics_bounds/GraphicsBounds.java,production,class,False,17,createBounds,6,public static,False,True,0,False,,7,ELIGIBLE,,maven,graphics-bounds,junit5,8,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered JDK 8,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,wtf.java9.graphics_bounds.GraphicsBounds,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,36.672,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00173_84320045_84320045_0
