candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,source_layout,class_kind,is_abstract,class_loc,focal_method_name,focal_method_loc,focal_method_modifiers,has_control_flow,has_observable_output,constructor_dependency_count,external_dependency_risk,external_risk_reasons,testability_score,semantic_status,semantic_exclusion_reason,build_tool,module_path,testing_framework,detected_java_version,selected_java_home,java_selection_reason,checkout_revision,clone_attempts,baseline_passes_required,baseline_passes_completed,baseline_states,classpath_resolved,classpath_exit_code,focal_class_fqcn,focal_bytecode_found,probe_target_state,probe_module_state,offline_baseline_state,eligibility_status,exclusion_stage,exclusion_reason,elapsed_seconds,artifact_dir
51,5094929,5094929_0.json,https://github.com/JavaFundamentalsZT/java-fundamentals,Sum,io/src/main/java/stream/console/Sum.java,production,,,,sum,9,static,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00051_5094929_5094929_0
56,155883728,155883728_301.json,https://github.com/adamcin/oakpal,RangeIteratorFacade,core/src/main/java/net/adamcin/oakpal/core/jcrfacade/RangeIteratorFacade.java,production,class,False,60,next,4,@Override public,True,True,1,False,,10,ELIGIBLE,,maven,core,junit4,11,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-11/Contents/Home,matched build.java_homes.java-11,,1,2,1,COMPILE_FAILED,,,net.adamcin.oakpal.core.jcrfacade.RangeIteratorFacade,,,,,EXCLUDED,baseline,[info] oakpal - calipers - all package [content-package],3.981,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00056_155883728_155883728_301
61,88765628,88765628_5.json,https://github.com/olehmberg/winter,MatchingGoldStandard,winter-framework/src/main/java/de/uni_mannheim/informatik/dws/winter/model/MatchingGoldStandard.java,production,,,,printGSReport,29,public,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00061_88765628_88765628_5
66,163514144,163514144_1.json,https://github.com/lulululbj/Box,ArgType,jadx-core/src/main/java/jadx/core/dex/instructions/args/ArgType.java,production,class,True,622,generic,3,public static,False,True,0,False,,6,EXCLUDED,non_concrete:class:abstract;testability_score_below_7,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,non_concrete:class:abstract;testability_score_below_7,3.087,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00066_163514144_163514144_1
71,7695110,7695110_11.json,https://github.com/dCache/oncrpc4j,RpcMessageParserTCP,oncrpc4j-core/src/main/java/org/dcache/oncrpc4j/rpc/RpcMessageParserTCP.java,production,class,False,115,handleRead,14,@Override public,True,True,0,False,,9,ELIGIBLE,,maven,oncrpc4j-core,junit4,21,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-21/Contents/Home,matched build.java_homes.java-21,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,org.dcache.oncrpc4j.rpc.RpcMessageParserTCP,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,49.225,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00071_7695110_7695110_11
76,36268631,36268631_1.json,https://github.com/jwilsoncredera/Profiles-Blog,SenderController,Profiles-Blog-Sender/src/main/java/org/jdw/blog/sender/SenderController.java,production,class,False,22,findSendCount,4,"@RequestMapping(""/{payloadType}/count"") public",False,True,0,False,,7,ELIGIBLE,,gradle,Profiles-Blog-Sender,junit4,8,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,matched build.java_homes.java-8,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,False,1,org.jdw.blog.sender.SenderController,False,,,,EXCLUDED,classpath,Không resolve được project classpath,13.282,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00076_36268631_36268631_1
81,17559168,17559168_38.json,https://github.com/josephw/titl,ParseLibrary,titl-core/src/main/java/org/kafsemo/titl/ParseLibrary.java,production,class,False,746,parse,10,public static,True,True,0,True,filesystem,7,EXCLUDED,external_dependency_risk:filesystem,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:filesystem,1.467,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00081_17559168_17559168_38
86,28344352,28344352_0.json,https://github.com/kaaproject/avro-ui,SchemaFormAvroConverter,converter/src/main/java/org/kaaproject/avro/ui/converter/SchemaFormAvroConverter.java,production,class,False,1338,createSchemaFormFromSchema,22,public,True,True,0,False,,9,ELIGIBLE,,maven,converter,junit4,7,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,using compatible JDK 8 from build.java_homes.java-8 for Java 7,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,1,org.kaaproject.avro.ui.converter.SchemaFormAvroConverter,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,9.462,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00086_28344352_28344352_0
91,163078506,163078506_18.json,https://github.com/harmony-dev/beacon-chain-java,SSZSerializer,ssz/src/main/java/org/ethereum/beacon/ssz/SSZSerializer.java,production,class,False,59,encode,4,@Override public,True,True,2,False,,9,ELIGIBLE,,gradle,ssz,junit4,8,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,matched build.java_homes.java-8,,1,2,1,ASSERTION_FAILED,,,org.ethereum.beacon.ssz.SSZSerializer,,,,,EXCLUDED,baseline,failure: build failed with an exception.,6.656,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00091_163078506_163078506_18
96,37987555,37987555_6.json,https://github.com/dkpro/dkpro-wsd,GermaNetLexUnitSenseInventory,de.tudarmstadt.ukp.dkpro.wsd.si.germanet-gpl/src/main/java/de/tudarmstadt/ukp/dkpro/wsd/si/germanet/GermaNetLexUnitSenseInventory.java,production,class,False,412,getSenseDescription,12,@Override public,False,True,1,True,filesystem,7,EXCLUDED,external_dependency_risk:filesystem,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:filesystem,1.963,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00096_37987555_37987555_6
101,142015901,142015901_1.json,https://github.com/MrSorrow/spring-framework,RouterFunctions,spring-webflux/src/main/java/org/springframework/web/reactive/function/server/RouterFunctions.java,production,class,True,889,route,3,public static,False,True,0,False,,7,EXCLUDED,non_concrete:class:abstract,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,non_concrete:class:abstract,8.699,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00101_142015901_142015901_1
106,103155862,103155862_235.json,https://github.com/GIScience/openrouteservice,XMLBuilder,openrouteservice/src/main/java/org/heigit/ors/globalresponseprocessor/gpx/beans/XMLBuilder.java,production,class,False,51,build,8,public,False,True,0,False,,7,ELIGIBLE,,maven,openrouteservice,junit4,8,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,matched build.java_homes.java-8,026abacdcfbdbc7b35602b1de37eb790d8cdd7c7,1,2,1,COMPILE_FAILED,,,org.heigit.ors.globalresponseprocessor.gpx.beans.XMLBuilder,,,,,EXCLUDED,baseline,"[error] <path> 9<path>:[line,col] package com.graphhopper.util does not exist",67.454,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00106_103155862_103155862_235
111,141550213,141550213_58.json,https://github.com/sebastianarnold/TeXoo,AbstractRESTAdapter,texoo-encoder-api/src/main/java/de/datexis/encoder/AbstractRESTAdapter.java,production,class,True,108,configureConnection,11,public,False,True,0,True,network,6,EXCLUDED,non_concrete:class:abstract;external_dependency_risk:network;testability_score_below_7,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,non_concrete:class:abstract;external_dependency_risk:network;testability_score_below_7,9.626,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00111_141550213_141550213_58
116,112121863,112121863_17.json,https://github.com/hpple/reflection-assert,ReflectionAssertions,reflection-assert/src/main/java/com/github/reflectionassert/ReflectionAssertions.java,production,class,False,82,assertReflectiveThat,3,public static,False,True,0,False,,7,ELIGIBLE,,gradle,reflection-assert,junit5,8,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,matched build.java_homes.java-8,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,com.github.reflectionassert.ReflectionAssertions,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,6.328,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00116_112121863_112121863_17
121,23505879,23505879_73.json,https://github.com/deeplearning4j/nd4j,CudaFloatDataBuffer,nd4j-backends/nd4j-backend-impls/nd4j-cuda/src/main/java/org/nd4j/linalg/jcublas/buffer/CudaFloatDataBuffer.java,production,,,,create,4,@Override protected,False,True,,,,,ELIGIBLE,,,,,,,,,,2,0,,,,,,,,,EXCLUDED,setup,"RuntimeError: Repository setup failed after 3 attempts: CalledProcessError: Command '['git', '-c', 'core.longpaths=true', 'clone', '--depth', '1', 'https://github.com/deeplearning4j/nd4j', '/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/repos/23505879']' returned non-zero exit status 128.",8.453,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00121_23505879_23505879_73
126,2610204,2610204_8.json,https://github.com/jDTOBinder/jDTO-Binder,ValueConversionHelper,jdto/src/main/java/org/jdto/impl/ValueConversionHelper.java,production,class,False,121,applyCompatibilityLogic,14,public static,True,True,0,False,,9,ELIGIBLE,,maven,jdto,junit4,6,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,using compatible JDK 8 from build.java_homes.java-8 for Java 6,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,org.jdto.impl.ValueConversionHelper,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,12.808,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00126_2610204_2610204_8
131,115276927,115276927_1.json,https://github.com/decebals/auditor,Log4jAuditor,auditor-log4j/src/main/java/ro/fortsoft/auditor/log4j/Log4jAuditor.java,production,,,,audit,14,"@SuppressWarnings(""unchecked"") public",True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.003,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00131_115276927_115276927_1
136,2784782,2784782_21.json,https://github.com/planetfederal/suite,MapController,geoserver/webapp/api-composer/src/main/java/com/boundlessgeo/geoserver/api/controllers/MapController.java,production,,,,get,7,"@RequestMapping(value=""/{wsName}/{name:.+}"", method = RequestMethod.GET) public @ResponseBody",False,True,,,,,ELIGIBLE,,,,,,,,,,2,0,,,,,,,,,EXCLUDED,setup,"RuntimeError: Repository setup failed after 3 attempts: CalledProcessError: Command '['git', '-c', 'core.longpaths=true', 'clone', '--depth', '1', 'https://github.com/planetfederal/suite', '/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/repos/2784782']' returned non-zero exit status 128.",9.424,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00136_2784782_2784782_21
141,124447570,124447570_0.json,https://github.com/usharik/SeznamSlovnik,TranslationService,app/src/main/java/com/usharik/seznamslovnik/service/TranslationService.java,production,class,False,177,getOnlineTranslation,9,,True,True,6,True,network,8,EXCLUDED,external_dependency_risk:network,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:network,1.959,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00141_124447570_124447570_0
146,145134450,145134450_0.json,https://github.com/84n4n4/FloatSight,GPSCoordinate,floatsight/src/main/java/org/floatcast/floatsight/csvparser/GPSCoordinate.java,production,class,False,58,calculateHaversinDistanceMeters,16,@NonNull public,True,True,3,False,,9,ELIGIBLE,,gradle,floatsight,junit4,1,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,using compatible JDK 8 from build.java_homes.java-8 for Java 1,,1,2,1,ASSERTION_FAILED,,,org.floatcast.floatsight.csvparser.GPSCoordinate,,,,,EXCLUDED,baseline,failure: build failed with an exception.,28.007,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00146_145134450_145134450_0
151,104078932,104078932_1.json,https://github.com/jaycekon/SpringBoot,UserService,spring-boot-mybatis-multi/src/main/java/com/jaycekon/mybatis/multi/service/UserService.java,production,class,False,30,selectUser,3,public,False,True,0,True,database,7,EXCLUDED,external_dependency_risk:database,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:database,2.927,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00151_104078932_104078932_1
156,101401522,101401522_2.json,https://github.com/WojciechZankowski/iextrading4j-book,PriceLevel,iextrading4j-book-api/src/main/java/pl/zankowski/iextrading4j/book/api/PriceLevel.java,production,,,,hashCode,4,@Override public,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00156_101401522_101401522_2
161,3644569,3644569_1.json,https://github.com/ilikeorangutans/omf,ClassUtils,omf-impl/src/main/java/org/om/core/impl/util/ClassUtils.java,production,,,,isGetter,3,public static,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.000,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00161_3644569_3644569_1
166,251049092,251049092_33.json,https://github.com/gelin/weather-notification,OpenWeatherMapSource,core/src/main/java/ru/gelin/android/weather/openweathermap/OpenWeatherMapSource.java,production,class,False,133,query,27,@Override public,True,True,1,False,,9,ELIGIBLE,,gradle,core,junit4,unknown,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-11/Contents/Home,Gradle 6.5 requires compatible JDK 11; matched build.java_homes.java-11,,1,2,1,ASSERTION_FAILED,,,ru.gelin.android.weather.openweathermap.OpenWeatherMapSource,,,,,EXCLUDED,baseline,failure: build failed with an exception.,29.933,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00166_251049092_251049092_33
171,2846293,2846293_16.json,https://github.com/Ardesco/Ebselen,WebElementGenerator,ebselen-ide-convertor/src/main/java/com/lazerycode/ebselen/codegenerators/WebElementGenerator.java,production,class,False,85,submit,3,public,False,True,1,False,,8,ELIGIBLE,,maven,ebselen-ide-convertor,junit4,6,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,using compatible JDK 8 from build.java_homes.java-8 for Java 6,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,1,com.lazerycode.ebselen.codegenerators.WebElementGenerator,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,36.844,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00171_2846293_2846293_16
176,16362540,16362540_73.json,https://github.com/opendaylight/openflowjava,TypeToClassMapInitializer,openflow-protocol-impl/src/main/java/org/opendaylight/openflowjava/protocol/impl/deserialization/TypeToClassMapInitializer.java,production,,,,initializeAdditionalTypeToClassMap,41,public static,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00176_16362540_16362540_73
181,113222463,113222463_106.json,https://github.com/oracle/weblogic-kubernetes-operator,DomainStatusUpdater,operator/src/main/java/oracle/kubernetes/operator/DomainStatusUpdater.java,production,class,False,1493,createStatusUpdateStep,3,public static,False,True,0,False,,6,EXCLUDED,testability_score_below_7,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,testability_score_below_7,28.439,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00181_113222463_113222463_106
186,86607520,86607520_21.json,https://github.com/docbleach/DocBleach,OOXMLBleach,module/module-office/src/main/java/xyz/docbleach/module/ooxml/OOXMLBleach.java,production,class,False,373,isForbiddenType,9,,True,True,0,False,,9,ELIGIBLE,,maven,module/module-office,junit5,8,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,matched build.java_homes.java-8,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,1,xyz.docbleach.module.ooxml.OOXMLBleach,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,15.934,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00186_86607520_86607520_21
191,69047858,69047858_5.json,https://github.com/AnDevCba/GitHubMVP,AddReposPresenter,app/src/main/java/com/andevcba/githubmvp/presentation/add_repos/AddReposPresenter.java,production,class,False,155,restoreStateAndShowRepos,16,@Override public,True,True,2,False,,9,ELIGIBLE,,gradle,app,junit4,unknown,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-11/Contents/Home,Gradle 5.6.4 requires compatible JDK 11; matched build.java_homes.java-11,,1,2,1,ASSERTION_FAILED,,,com.andevcba.githubmvp.presentation.add_repos.AddReposPresenter,,,,,EXCLUDED,baseline,failure: build failed with an exception.,67.140,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00191_69047858_69047858_5
196,4242485,4242485_101.json,https://github.com/arouel/uadetector,DataBuilder,modules/uadetector-core/src/main/java/net/sf/uadetector/internal/data/DataBuilder.java,production,class,False,402,appendDeviceBuilder,11,@Nonnull public,True,True,0,False,,9,ELIGIBLE,,maven,modules/uadetector-core,junit4,8,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,matched build.java_homes.java-8,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,net.sf.uadetector.internal.data.DataBuilder,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,140.938,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00196_4242485_4242485_101
