candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,source_layout,class_kind,is_abstract,class_loc,focal_method_name,focal_method_loc,focal_method_modifiers,has_control_flow,has_observable_output,constructor_dependency_count,external_dependency_risk,external_risk_reasons,testability_score,semantic_status,semantic_exclusion_reason,build_tool,module_path,testing_framework,detected_java_version,selected_java_home,java_selection_reason,checkout_revision,clone_attempts,baseline_passes_required,baseline_passes_completed,baseline_states,classpath_resolved,classpath_exit_code,focal_class_fqcn,focal_bytecode_found,probe_target_state,probe_module_state,offline_baseline_state,eligibility_status,exclusion_stage,exclusion_reason,elapsed_seconds,artifact_dir
127,48321891,48321891_0.json,https://github.com/interactive-instruments/ldproxy,FeatureTransformerHtml,ogcapi-stable/ogcapi-features-html/src/main/java/de/ii/ldproxy/ogcapi/features/html/app/FeatureTransformerHtml.java,production,,,,writeField,54,protected,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.002,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00127_48321891_48321891_0
132,37462781,37462781_26.json,https://github.com/jjkester/transportlanguage,Variable,Code/src/main/java/otld/otld/intermediate/Variable.java,production,,,,getId,3,public final,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.002,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00132_37462781_37462781_26
137,86418271,86418271_0.json,https://github.com/craftingjava/craftingjava-examples,TwitterMessageProducer,spring-integration/twitter-streaming/src/main/java/com/craftingjava/examples/twitter/TwitterMessageProducer.java,production,,,,getStatusListener,3,,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.002,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00137_86418271_86418271_0
142,137451403,137451403_73.json,https://github.com/alibaba/nacos,GroupKey,config/src/main/java/com/alibaba/nacos/config/server/utils/GroupKey.java,production,class,False,103,parseKey,44,public static,True,True,0,False,,10,ELIGIBLE,,maven,config,junit5,17,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-17,matched build.java_homes.java-17,,1,2,1,COMPILE_FAILED,,,com.alibaba.nacos.config.server.utils.GroupKey,,,,,EXCLUDED,baseline,org.opentest4j.assertionfailederror: expected: <true> but was: <false>,153.621,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00142_137451403_137451403_73
147,158126654,158126654_12.json,https://github.com/peholmst/DDDExample,VAT,shared-kernel/src/main/java/net/pkhapps/ddd/shared/domain/financial/VAT.java,production,class,False,96,addTax,5,@NonNull public,False,True,1,False,,7,ELIGIBLE,,maven,shared-kernel,junit4,11,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-11,matched build.java_homes.java-11,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,net.pkhapps.ddd.shared.domain.financial.VAT,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,43.930,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00147_158126654_158126654_12
152,78372835,78372835_1.json,https://github.com/donovanmuller/camel-spring-cloud-stream,CamelConfigurableBindingServiceProperties,camel-spring-cloud-stream/src/main/java/io/switchbit/CamelConfigurableBindingServiceProperties.java,production,class,False,97,setCamelConfiguration,9,public,False,True,1,False,,7,ELIGIBLE,,maven,camel-spring-cloud-stream,junit4,8,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,matched build.java_homes.java-8,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,io.switchbit.CamelConfigurableBindingServiceProperties,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,55.236,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00152_78372835_78372835_1
157,62695979,62695979_0.json,https://github.com/bgogetap/Scoper,ScoperCache,scoper/src/main/java/com/brandongogetap/scoper/ScoperCache.java,production,class,False,104,initComponent,11,,True,True,1,False,,9,ELIGIBLE,,gradle,scoper,junit4,unknown,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,Gradle 2.14.1 requires compatible JDK 8; matched build.java_homes.java-8,,1,2,1,ASSERTION_FAILED,,,com.brandongogetap.scoper.ScoperCache,,,,,EXCLUDED,baseline,failure: build failed with an exception.,8.178,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00157_62695979_62695979_0
162,119170338,119170338_91.json,https://github.com/monarch-initiative/phenol,BenjaminiHochberg,phenol-analysis/src/main/java/org/monarchinitiative/phenol/stats/mtc/BenjaminiHochberg.java,production,,,,adjustPvals,11,@Override public,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00162_119170338_119170338_91
167,152814648,152814648_122.json,https://github.com/jenkinsci/warnings-ng-plugin,PropertyStatistics,plugin/src/main/java/io/jenkins/plugins/analysis/core/model/PropertyStatistics.java,production,,,,getProperty,3,public,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00167_152814648_152814648_122
172,2641714,2641714_177.json,https://github.com/apache/tiles,TilesContextELResolver,tiles-el/src/main/java/org/apache/tiles/el/TilesContextELResolver.java,production,class,False,132,getFeatureDescriptors,9,@Override public,True,True,1,True,framework_context,8,EXCLUDED,external_dependency_risk:framework_context,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:framework_context,3.104,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00172_2641714_2641714_177
177,28665076,28665076_0.json,https://github.com/cdvcz/datex2,Datex2Subscription,datex2-api/src/main/java/cz/cdv/datex2/Datex2Subscription.java,production,class,False,175,newBuilder,3,public static,False,True,7,False,,7,ELIGIBLE,,maven,datex2-api,junit4,7,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,using compatible JDK 8 from build.java_homes.java-8 for Java 7,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,cz.cdv.datex2.Datex2Subscription,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,41.584,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00177_28665076_28665076_0
182,643234,643234_12.json,https://github.com/jbehave/jbehave-web,SauceLabsContextView,web-selenium/src/main/java/org/jbehave/web/selenium/SauceLabsContextView.java,production,,,,show,3,public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00182_643234_643234_12
187,16395045,16395045_72.json,https://github.com/cloud-software-foundation/c5,HalfStoreFileReader,hbase-server/src/main/java/org/apache/hadoop/hbase/io/HalfStoreFileReader.java,production,class,False,301,midkey,5,@Override public,False,True,4,False,,7,ELIGIBLE,,maven,hbase-server,junit4,${project.build.directory}/generated-jamon,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-17,JDK ${project.build.directory}/generated-jamon not mapped; using build.java_default,,1,2,1,ASSERTION_FAILED,,,org.apache.hadoop.hbase.io.HalfStoreFileReader,,,,,EXCLUDED,baseline,[info] parent ............................................. failure [ 2.007 s],10.234,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00187_16395045_16395045_72
192,19777812,19777812_7.json,https://github.com/seven332/EhViewer,GalleryDetailUrlParser,app/src/main/java/com/hippo/ehviewer/client/parser/GalleryDetailUrlParser.java,production,class,False,58,parse,4,@Nullable public static,False,True,0,False,,8,ELIGIBLE,,gradle,app,junit4,1,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,using compatible JDK 8 from build.java_homes.java-8 for Java 1,,1,2,1,ASSERTION_FAILED,,,com.hippo.ehviewer.client.parser.GalleryDetailUrlParser,,,,,EXCLUDED,baseline,failure: build failed with an exception.,6.794,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00192_19777812_19777812_7
197,181514613,181514613_3.json,https://github.com/eddex/jumpcutter-android,ServerWrapper,frontend/app/src/main/java/com/eddex/jackle/jumpcutter/internet/ServerWrapper.java,production,class,False,179,uploadVideo,22,public,False,True,2,True,network|filesystem,6,EXCLUDED,external_dependency_risk:network|filesystem;testability_score_below_7,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:network|filesystem;testability_score_below_7,2.541,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00197_181514613_181514613_3
202,18419894,18419894_93.json,https://github.com/k3po/k3po,TypeConverterImpl,lang/src/main/java/org/kaazing/k3po/lang/internal/el/TypeConverterImpl.java,production,class,False,29,convert,8,"@Override @SuppressWarnings(""unchecked"") public",True,True,0,False,,9,ELIGIBLE,,maven,lang,junit4,8,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,matched build.java_homes.java-8,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,org.kaazing.k3po.lang.internal.el.TypeConverterImpl,True,ASSERTION_FAILED,,,EXCLUDED,probe_target,[info] k3po/lang .......................................... failure [ 0.650 s],36.442,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00202_18419894_18419894_93
207,4129770,4129770_0.json,https://github.com/1and1/foss-parent,App,src/it/check-site-jacoco/src/main/java/net/oneandone/sampleproject/App.java,production,,,,forUnitTest,2,public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00207_4129770_4129770_0
212,11236015,11236015_7.json,https://github.com/fredszaq/Rezenerator,Dimensions,rezenerator-core/src/main/java/com/tlorrain/android/rezenerator/core/Dimensions.java,production,class,False,75,fromString,10,public static,True,True,1,False,,10,ELIGIBLE,,maven,rezenerator-core,junit4,6,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,using compatible JDK 8 from build.java_homes.java-8 for Java 6,,1,2,1,ASSERTION_FAILED,,,com.tlorrain.android.rezenerator.core.Dimensions,,,,,EXCLUDED,baseline,[info] rezenerator-core ................................... failure [ 0.127 s],18.451,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00212_11236015_11236015_7
217,63894475,63894475_41.json,https://github.com/DigitalTwin/steam-turbine-tutorial,PostProcessingService,tutorial-svcs/tutorial-analytic-post-processing/src/main/java/com/ge/digitaltwin/tutorial/postprocessing/PostProcessingService.java,production,class,False,31,transformRawAnalyticOutput,18,public static,True,True,0,False,,10,ELIGIBLE,,maven,tutorial-svcs\tutorial-analytic-post-processing,junit4,unknown,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-17,no project java version detected; using build.java_default,,1,2,1,ASSERTION_FAILED,,,com.ge.digitaltwin.tutorial.postprocessing.PostProcessingService,,,,,EXCLUDED,baseline,[info] build failure,18.505,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00217_63894475_63894475_41
222,104316906,104316906_19.json,https://github.com/fartherp/framework,FileExcelWrite,framework-poi/src/main/java/com/github/fartherp/framework/poi/excel/write/FileExcelWrite.java,production,class,False,115,build,5,public static,False,True,0,True,filesystem,6,EXCLUDED,external_dependency_risk:filesystem;testability_score_below_7,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:filesystem;testability_score_below_7,2.624,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00222_104316906_104316906_19
